,countries,polarity,subjectivity
14,France,0.0,0.0
41,Myanmar,0.0,0.06666666666666667
23,India,0.0,0.0
23,India,0.0,0.0
23,India,-0.5,1.0
24,Indonesia,0.0,0.0
24,Indonesia,0.0,0.1
78,Ghana,0.0,0.35714285714285715
78,Ghana,-0.0625,0.2375
59,United,-0.07222222222222223,0.4388888888888889
59,United,0.0,1.0
32,Venezuela,0.0,0.0
66,Paraguay,0.0,0.0
59,United,0.2,0.2
59,United,-0.26666666666666666,0.6666666666666666
23,India,0.0,0.0
84,Netherlands,0.0,0.0
84,Netherlands,0.0,0.0
41,Myanmar,0.2708333333333333,0.39999999999999997
59,United,0.12083333333333333,0.30833333333333335
59,United,0.1,0.35
41,Myanmar,0.2708333333333333,0.39999999999999997
23,India,-0.5,1.0
23,India,0.03333333333333333,0.06666666666666667
23,India,0.0,0.0
23,India,0.490625,0.48750000000000004
59,United,-0.6,1.0
67,UnitedKingdom,-0.6,1.0
59,United,0.1,0.45
59,United,-0.125,0.125
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.5
23,India,0.0,0.0
1,Brazil,0.0,0.0
23,India,0.041666666666666664,0.06666666666666667
23,India,0.041666666666666664,0.06666666666666667
23,India,0.0,0.0
23,India,0.0,0.0
59,United,0.25,0.4444444444444444
23,India,-0.2,0.7
23,India,0.26,0.39
30,Kenya,-0.07222222222222223,0.4666666666666666
59,United,-0.07222222222222223,0.4666666666666666
67,UnitedKingdom,-0.07222222222222223,0.4666666666666666
8,Argentina,0.0,0.0
8,Argentina,0.0,0.0
28,China,0.0,0.1
28,China,0.0,0.1
69,Africa,0.0,0.0
26,Japan,0.0,0.0
26,Japan,0.0,0.0
59,United,-0.15,0.6
19,Nigeria,0.0,0.0
23,India,0.041666666666666664,0.06666666666666667
23,India,0.0,0.5
23,India,0.0,0.0
23,India,0.0,0.0
2,Spain,0.0,0.0
2,Spain,0.2,0.475
59,United,-0.5,1.0
59,United,-0.07222222222222223,0.4388888888888889
88,Madagascar,0.0,0.0
23,India,-0.2,0.7
59,United,0.25,0.4444444444444444
88,Madagascar,0.0,0.0
2,Spain,0.0,0.0
2,Spain,-0.125,0.375
2,Spain,0.10714285714285714,0.2857142857142857
94,Kuwait,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,-0.1,0.1
23,India,0.0,0.0
30,Kenya,-0.07222222222222223,0.4666666666666666
59,United,-0.07222222222222223,0.4666666666666666
67,UnitedKingdom,-0.07222222222222223,0.4666666666666666
59,United,-0.15,0.65
59,United,-0.15,0.39999999999999997
59,United,0.0,1.0
59,United,0.4,0.8
23,India,0.0,0.0
23,India,0.6,0.9
23,India,0.0,0.1
23,India,0.0,0.0
43,Ireland,-0.5,1.0
93,Croatia,0.0,0.05
59,United,0.0,0.6
59,United,0.0,0.2888888888888889
14,France,0.0,0.0
14,France,0.0,0.0
14,France,0.0,0.9
23,India,-0.07222222222222223,0.4666666666666666
93,Croatia,0.2,0.30000000000000004
5,Italy,-0.06249999999999999,0.375
59,United,-0.35,1.0
67,UnitedKingdom,-0.35,1.0
59,United,0.0,0.0
67,UnitedKingdom,0.0,0.0
23,India,0.0,0.0
11,Philippines,0.0,0.0
14,France,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.625
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
14,France,0.0,0.0
23,India,0.0,0.625
23,India,-0.07222222222222223,0.4666666666666666
23,India,0.0,0.0
23,India,0.0,1.0
23,India,0.425,0.55
23,India,0.0,0.0
59,United,-0.07222222222222223,0.4666666666666666
67,UnitedKingdom,-0.07222222222222223,0.4666666666666666
7,SriLanka,0.1,0.4
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
59,United,0.0,0.0
23,India,0.0,0.0
23,India,-0.07222222222222223,0.4666666666666666
5,Italy,0.0,0.0
19,Nigeria,0.3181818181818182,0.7272727272727273
19,Nigeria,0.325,0.43333333333333335
23,India,-0.2,0.7
59,United,-0.05,0.4
14,France,0.2,0.3
14,France,0.0,0.0
59,United,0.0,0.0
23,India,0.65,0.65
2,Spain,0.0,0.0
7,SriLanka,0.375,0.9444444444444444
18,SouthAfrica,0.0,0.06666666666666667
69,Africa,0.0,0.06666666666666667
133,SouthernAfrica,0.0,0.06666666666666667
23,India,0.0,0.0
23,India,1.0,1.0
59,United,-0.07222222222222223,0.4666666666666666
47,IvoryCoast,-0.20000000000000004,0.3333333333333333
69,Africa,-0.20000000000000004,0.3333333333333333
85,WestAfrica,-0.20000000000000004,0.3333333333333333
23,India,-0.2,0.7
23,India,1.0,1.0
14,France,0.13636363636363635,0.45454545454545453
23,India,0.0,0.0
2,Spain,0.13636363636363635,0.45454545454545453
2,Spain,0.0,0.0
2,Spain,0.0,0.0
23,India,0.7,0.8
23,India,0.6,1.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.22857142857142856,0.8119047619047618
23,India,0.0,0.0
23,India,0.0,0.0
11,Philippines,0.0,0.0
23,India,0.0,0.0
23,India,-0.23333333333333334,0.5333333333333333
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.22857142857142856,0.8119047619047618
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.5,1.0
23,India,0.03571428571428571,0.21428571428571427
23,India,0.0,0.0
23,India,0.9,1.0
23,India,-0.5,1.0
23,India,0.0,0.0
59,United,0.0,0.0
30,Kenya,0.0,0.06666666666666667
23,India,0.26,0.39
8,Argentina,-0.5,1.0
8,Argentina,0.42857142857142855,0.5285714285714286
30,Kenya,0.16,0.5399999999999999
59,United,0.0,0.0
59,United,-0.15,0.39999999999999997
8,Argentina,-0.4000000000000001,0.6
23,India,0.0,0.0
23,India,0.21666666666666667,0.5333333333333333
1,Brazil,-0.625,1.0
2,Spain,0.0,0.0
36,Ukraine,0.0,0.0
23,India,0.490625,0.48750000000000004
23,India,0.2,0.75
6,NorthMacedonia,0.0,0.0
9,Colombia,-0.3,0.4
49,Tunisia,0.0,0.0
7,SriLanka,0.0,0.0
7,SriLanka,0.0,0.0
7,SriLanka,0.0,0.0
1,Brazil,0.0,0.0
93,Croatia,0.0,0.0
93,Croatia,0.0,0.0
18,SouthAfrica,0.0,0.0
69,Africa,0.0,0.0
18,SouthAfrica,0.0,0.0
69,Africa,0.0,0.0
59,United,0.13333333333333333,0.8333333333333334
59,United,0.2,0.30000000000000004
59,United,0.14166666666666666,0.19999999999999998
23,India,0.5,0.5
23,India,0.041666666666666664,0.06666666666666667
23,India,0.0,0.0
2,Spain,0.0,0.0
2,Spain,-0.5,1.0
23,India,-0.125,0.375
8,Argentina,0.19047619047619047,0.38095238095238093
8,Argentina,0.0,1.0
8,Argentina,0.0,0.0
8,Argentina,-0.15000000000000002,0.75
2,Spain,0.0,0.0
2,Spain,0.0,0.0
2,Spain,0.2,0.2
2,Spain,0.4816666666666667,0.9
57,Syria,0.0,0.0
59,United,0.0,0.5
59,United,-0.2916666666666667,0.5416666666666666
7,SriLanka,0.041666666666666664,0.06666666666666667
7,SriLanka,0.0,0.10476190476190475
23,India,0.0,0.0
9,Colombia,0.03333333333333333,0.06666666666666667
9,Colombia,0.0,0.0
59,United,0.13333333333333333,0.8333333333333334
23,India,0.0,1.0
23,India,0.425,0.55
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
25,MiddleEast,0.0,0.0
69,Africa,0.0,0.0
95,NorthAfrica,0.0,0.0
23,India,-0.4,0.7
23,India,0.075,0.475
23,India,0.05,0.3
23,India,0.5,0.5
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
10,Taiwan,0.13333333333333333,0.8333333333333334
10,Taiwan,0.2,0.30000000000000004
23,India,0.01428571428571429,0.30714285714285716
23,India,0.03333333333333333,0.06666666666666667
23,India,0.0,1.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
14,France,-0.25000000000000006,0.3
91,Europe,-0.25000000000000006,0.3
23,India,0.10476190476190476,0.8238095238095239
23,India,0.0,0.0
23,India,0.0,0.0
19,Nigeria,0.0,0.0
69,Africa,0.0,0.0
85,WestAfrica,0.0,0.0
133,SouthernAfrica,0.0,0.0
59,United,0.0,0.5
23,India,0.0,0.0
2,Spain,0.0,0.0
23,India,0.0,0.0
59,United,0.0,0.0
80,UnitedArabEmirates,0.0,0.0
23,India,0.05,0.3
23,India,0.5,0.5
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,-0.14924242424242426,0.7318181818181818
2,Spain,0.0,0.0
59,United,-0.3999999999999999,0.6888888888888888
23,India,0.0,0.0
1,Brazil,0.0,0.0
23,India,0.2,0.75
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.25
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.07142857142857142,0.3666666666666667
23,India,0.0,0.0
23,India,-0.625,1.0
14,France,0.0625,0.5
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
59,United,0.016666666666666666,0.03333333333333333
59,United,0.275,0.5083333333333333
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
1,Brazil,0.5,0.5
1,Brazil,0.0,0.0
2,Spain,0.7,0.9
11,Philippines,0.20833333333333331,0.3333333333333333
11,Philippines,0.35357142857142854,0.5607142857142857
43,Ireland,0.3666666666666667,0.6666666666666666
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.22857142857142856,0.8119047619047618
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
14,France,0.0,0.0
23,India,0.0,0.0
23,India,-0.2625,0.4875
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.22857142857142856,0.8119047619047618
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
59,United,-1.0,1.0
67,UnitedKingdom,-1.0,1.0
59,United,0.0,0.0
67,UnitedKingdom,0.0,0.0
9,Colombia,0.0,0.0
9,Colombia,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
59,United,-0.3,0.7
59,United,0.0,0.0
59,United,0.25,0.5
59,United,0.0,0.0
59,United,0.0,0.0
2,Spain,0.0,0.0
43,Ireland,0.031249999999999986,0.84375
9,Colombia,0.325,0.575
9,Colombia,-0.3,0.7
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.22857142857142856,0.8119047619047618
23,India,0.0,0.0
23,India,0.0,0.0
34,Pakistan,-0.2,0.1
59,United,-0.2916666666666667,0.5416666666666666
67,UnitedKingdom,-0.2916666666666667,0.5416666666666666
23,India,0.0,0.0
23,India,-0.25,1.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.22857142857142856,0.8119047619047618
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.5190476190476191,0.6738095238095237
23,India,0.0,0.0
23,India,0.0,0.0
23,India,-0.3392857142857143,0.7357142857142858
23,India,0.65,0.825
23,India,0.0,0.5
23,India,-0.1,0.1
23,India,0.0,0.2
23,India,0.0,0.0
23,India,0.0,0.0
69,Africa,-0.5,1.0
99,Rwanda,-0.5,1.0
103,EastAfrica,-0.5,1.0
59,United,0.1,0.3
44,Bolivia,0.0,0.06666666666666667
44,Bolivia,0.0,0.0
44,Bolivia,0.0,0.3
44,Bolivia,0.0,0.0
44,Bolivia,0.0,0.0
44,Bolivia,0.2,0.3
14,France,-0.16666666666666666,0.43333333333333335
69,Africa,-0.16666666666666666,0.43333333333333335
85,WestAfrica,-0.16666666666666666,0.43333333333333335
14,France,-0.10416666666666666,0.21666666666666667
69,Africa,-0.10416666666666666,0.21666666666666667
85,WestAfrica,-0.10416666666666666,0.21666666666666667
14,France,-0.5,0.9
69,Africa,-0.5,0.9
85,WestAfrica,-0.5,0.9
9,Colombia,-0.25,0.4
59,United,0.0,0.0
59,United,0.0,0.0
59,United,0.0,0.0
59,United,0.3,0.5
23,India,0.0,0.0
23,India,-0.1,0.1
23,India,0.0,0.0
8,Argentina,0.0,0.0
8,Argentina,0.0,0.75
23,India,0.0,0.0
23,India,0.0,0.0
30,Kenya,0.1638888888888889,0.3972222222222223
60,Libya,0.1638888888888889,0.3972222222222223
23,India,0.0,0.0
30,Kenya,-0.2,0.4
30,Kenya,0.0,0.0
30,Kenya,0.07142857142857142,0.40952380952380957
23,India,0.10714285714285714,0.3392857142857143
59,United,0.014583333333333337,0.33541666666666664
2,Spain,0.21428571428571427,0.42857142857142855
19,Nigeria,0.21428571428571427,0.42857142857142855
2,Spain,0.0,0.2
19,Nigeria,0.0,0.2
93,Croatia,0.0,0.0
78,Ghana,0.25,0.3333333333333333
78,Ghana,0.0,0.0
78,Ghana,0.5,0.5
23,India,0.0,0.1
23,India,0.0,0.0
41,Myanmar,0.0,0.0
1,Brazil,0.0,0.0
23,India,0.05,0.3
23,India,0.5,0.5
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
59,United,0.0,0.06666666666666667
59,United,0.0,0.0
59,United,0.5,0.5
23,India,0.1,0.3
23,India,0.4083333333333333,0.45
23,India,0.0,0.0
23,India,0.5,0.5
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.19285714285714284,0.7678571428571428
23,India,0.6428571428571428,0.4178571428571428
23,India,0.0,0.25
23,India,0.0,0.0
23,India,0.0,0.0
11,Philippines,-0.23333333333333334,0.5333333333333333
11,Philippines,0.0,0.0
59,United,0.16515151515151516,0.353030303030303
67,UnitedKingdom,0.16515151515151516,0.353030303030303
23,India,-0.14924242424242426,0.7318181818181818
59,United,0.0,0.0
67,UnitedKingdom,0.0,0.0
59,United,0.25,0.3
67,UnitedKingdom,0.25,0.3
59,United,0.0,0.4
67,UnitedKingdom,0.0,0.4
1,Brazil,0.5,0.5625
1,Brazil,0.8,0.75
1,Brazil,0.8,0.75
73,Uganda,0.0,0.0
30,Kenya,-0.25,0.4
23,India,0.0,0.0
61,Portugal,0.2,0.2
61,Portugal,0.0,0.0
23,India,0.0,1.0
23,India,0.0,0.0
23,India,0.1,0.4
23,India,0.0,0.0
41,Myanmar,0.0,0.0
23,India,0.1,0.4
23,India,0.0,0.0
23,India,0.5,0.5
23,India,0.0,0.0
23,India,0.0,0.0
1,Brazil,0.5707070707070706,0.7444444444444445
30,Kenya,0.0,0.0
30,Kenya,-0.175,0.65
23,India,0.0,0.0
23,India,0.0,0.0
7,SriLanka,0.0,1.0
23,India,0.25,0.55
23,India,0.2,0.4
23,India,0.2,0.4
7,SriLanka,0.3,0.5
23,India,0.0,0.0
19,Nigeria,0.016666666666666666,0.23333333333333334
23,India,0.0,0.0
23,India,0.0,0.0
1,Brazil,0.0,0.1
1,Brazil,0.25,0.3333333333333333
2,Spain,0.0,0.0
59,United,-0.175,0.175
23,India,-1.0,1.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
46,Serbia,0.012500000000000011,0.3375
59,United,0.0,0.0
23,India,0.0,0.0
23,India,0.03333333333333333,0.06666666666666667
2,Spain,0.0,0.0
59,United,0.0,0.0
9,Colombia,0.2,0.2
9,Colombia,0.0,0.0
9,Colombia,-0.25,0.25
9,Colombia,0.0,0.0
9,Colombia,0.0,0.0
9,Colombia,0.22727272727272727,0.5454545454545454
9,Colombia,0.2,0.2
12,Mexico,0.625,0.75
8,Argentina,0.35,0.55
9,Colombia,0.35,0.55
14,France,0.35,0.55
40,Chile,0.35,0.55
8,Argentina,0.0,1.0
9,Colombia,0.0,1.0
14,France,0.0,1.0
40,Chile,0.0,1.0
8,Argentina,0.4,1.0
9,Colombia,0.4,1.0
14,France,0.4,1.0
40,Chile,0.4,1.0
8,Argentina,0.0,0.1
9,Colombia,0.0,0.1
14,France,0.0,0.1
40,Chile,0.0,0.1
8,Argentina,0.0,0.0
9,Colombia,0.0,0.0
14,France,0.0,0.0
40,Chile,0.0,0.0
23,India,-1.0,1.0
23,India,0.0,0.0
23,India,0.3,0.5
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
59,United,0.0,0.0
59,United,0.0,0.0
1,Brazil,0.03333333333333333,0.06666666666666667
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
2,Spain,0.0,0.0
2,Spain,-0.7999999999999999,1.0
2,Spain,0.0,0.0
8,Argentina,0.9,0.9
59,United,-0.0625,0.22596153846153846
2,Spain,0.0,0.0
23,India,-0.24166666666666667,0.4916666666666667
59,United,0.0,0.0
14,France,0.0,0.0
14,France,0.0,0.0
59,United,0.0,0.0
23,India,0.0,0.0
23,India,-0.14924242424242426,0.7318181818181818
2,Spain,0.0,0.0
8,Argentina,0.0,0.0
2,Spain,0.2,0.2
8,Argentina,0.2,0.2
23,India,0.0,0.1
10,Taiwan,0.5,0.6
23,India,0.0,0.1
23,India,0.0,0.0
41,Myanmar,0.0,0.0
41,Myanmar,0.0,0.3
2,Spain,0.06666666666666667,0.3444444444444444
2,Spain,0.0,0.0
30,Kenya,0.0,0.0
30,Kenya,0.13636363636363635,0.5
30,Kenya,0.0,0.0
30,Kenya,0.0,0.0
30,Kenya,0.2,1.0
30,Kenya,0.0,0.0
23,India,-0.1,0.1
10,Taiwan,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.16666666666666666,0.3333333333333333
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.22857142857142856,0.8119047619047618
23,India,0.0,0.0
23,India,0.0,0.0
2,Spain,0.0,0.0
2,Spain,0.0,0.0
2,Spain,0.0,0.0
2,Spain,0.25,0.2
30,Kenya,0.0,0.0
30,Kenya,0.1,0.13333333333333333
2,Spain,0.35714285714285715,0.5714285714285714
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.03333333333333333,0.06666666666666667
23,India,0.0,0.0
23,India,-0.14924242424242426,0.7318181818181818
23,India,0.03333333333333333,0.06666666666666667
23,India,-0.14924242424242426,0.7318181818181818
23,India,-0.125,0.775
23,India,0.03333333333333333,0.06666666666666667
23,India,0.0,0.0
23,India,0.03333333333333333,0.06666666666666667
1,Brazil,0.0,0.0
25,MiddleEast,0.0,0.0
69,Africa,0.0,0.0
95,NorthAfrica,0.0,0.0
25,MiddleEast,0.0,0.0
69,Africa,0.0,0.0
95,NorthAfrica,0.0,0.0
11,Philippines,0.0,0.0
23,India,0.0,0.0
23,India,0.13636363636363635,0.5
23,India,0.0,0.0
23,India,0.0,0.0
14,France,-0.1,0.5
59,United,0.13636363636363635,0.45454545454545453
59,United,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
5,Italy,0.0,1.0
9,Colombia,0.0,1.0
32,Venezuela,0.0,1.0
5,Italy,0.35,0.55
9,Colombia,0.35,0.55
32,Venezuela,0.35,0.55
59,United,0.0,0.0
59,United,0.0,0.0
59,United,-0.25,0.6166666666666667
14,France,0.0,0.0
28,China,0.0,0.0
14,France,0.5,0.9
28,China,0.5,0.9
59,United,0.0,0.0
8,Argentina,0.0,0.0
24,Indonesia,0.0,0.0
24,Indonesia,0.4,0.75
14,France,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.03333333333333333,0.06666666666666667
23,India,0.03333333333333333,0.06666666666666667
23,India,0.0,0.0
46,Serbia,0.22443181818181818,0.3522727272727273
76,BosniaandHerzegovina,0.22443181818181818,0.3522727272727273
93,Croatia,0.22443181818181818,0.3522727272727273
1,Brazil,0.0,0.0
1,Brazil,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
8,Argentina,0.0,1.0
9,Colombia,0.0,1.0
23,India,0.0,0.0
19,Nigeria,0.0,0.0
19,Nigeria,0.13636363636363635,0.45454545454545453
2,Spain,0.21428571428571427,0.42857142857142855
23,India,0.0,0.0
23,India,0.0,0.0
59,United,0.3333333333333333,0.375
2,Spain,0.0,0.0
2,Spain,0.0,0.0
7,SriLanka,0.4,0.5
19,Nigeria,0.02500000000000001,0.2833333333333333
2,Spain,0.0,0.0
19,Nigeria,0.0,0.4
19,Nigeria,0.02500000000000001,0.2833333333333333
30,Kenya,-0.125,1.0
30,Kenya,0.0,0.0
30,Kenya,0.0,0.0
30,Kenya,-0.625,1.0
30,Kenya,0.36363636363636365,0.5227272727272727
23,India,0.10476190476190476,0.8238095238095239
19,Nigeria,0.0,0.0
19,Nigeria,-0.25000000000000006,0.35
19,Nigeria,-0.1,0.2
23,India,0.11818181818181818,0.37727272727272726
19,Nigeria,0.0,0.0
19,Nigeria,0.0,0.0
19,Nigeria,-0.25000000000000006,0.35
26,Japan,0.0,0.0
12,Mexico,0.0,0.0
32,Venezuela,0.0,0.0
78,Ghana,0.0,0.0
78,Ghana,0.0,0.0
12,Mexico,0.2,0.30000000000000004
12,Mexico,-0.4000000000000001,0.6
23,India,0.0,0.0
23,India,0.03333333333333333,0.06666666666666667
23,India,0.0,0.4
9,Colombia,0.4,0.7
9,Colombia,-0.2333333333333334,0.3333333333333333
9,Colombia,0.0,0.0
23,India,-0.11666666666666667,0.5166666666666666
14,France,0.0,0.4
14,France,0.2,0.9
102,Cuba,0.0,0.0
14,France,0.0,0.0
62,Israel,0.0,0.0
14,France,0.26666666666666666,0.5666666666666667
61,Portugal,0.0,0.1
32,Venezuela,0.0,0.0
59,United,0.0,0.0
19,Nigeria,0.0,0.0
12,Mexico,0.16666666666666669,0.2833333333333333
23,India,0.0,0.0
19,Nigeria,0.0,0.0
9,Colombia,0.0,0.0
9,Colombia,-0.25,0.8333333333333333
18,SouthAfrica,-0.125,0.125
69,Africa,-0.125,0.125
18,SouthAfrica,0.0,0.0
69,Africa,0.0,0.0
59,United,-0.7,0.2
59,United,0.0,0.0
2,Spain,-0.022222222222222216,0.2111111111111111
18,SouthAfrica,-0.23333333333333334,0.5333333333333333
69,Africa,-0.23333333333333334,0.5333333333333333
18,SouthAfrica,0.0,0.0
69,Africa,0.0,0.0
18,SouthAfrica,0.0,0.0
69,Africa,0.0,0.0
23,India,-0.5,1.0
9,Colombia,0.4,0.7
9,Colombia,-0.2333333333333334,0.3333333333333333
9,Colombia,0.325,0.6666666666666666
9,Colombia,-0.7142857142857143,0.8571428571428571
9,Colombia,-0.7142857142857143,0.8571428571428571
9,Colombia,0.0,0.0
23,India,-0.5,1.0
23,India,0.03333333333333333,0.06666666666666667
23,India,0.0,0.0
23,India,0.0,0.0
59,United,0.25,0.25
67,UnitedKingdom,0.25,0.25
23,India,0.0,0.0
14,France,0.0,0.0
14,France,0.35,0.55
7,SriLanka,0.0,0.0
7,SriLanka,0.0,0.06666666666666667
23,India,0.0,0.0
2,Spain,0.2,0.2
61,Portugal,-0.25,0.75
23,India,0.0,0.0
23,India,-0.23333333333333334,0.5333333333333333
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
1,Brazil,0.4,0.4
78,Ghana,0.0,0.0
1,Brazil,-0.625,1.0
6,NorthMacedonia,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.15,0.7333333333333334
23,India,-0.23333333333333334,0.5333333333333333
1,Brazil,-0.5,1.0
23,India,0.0,0.0
59,United,0.05,0.35
59,United,0.0,0.03333333333333333
59,United,-0.5,0.9
14,France,0.0,0.0
14,France,0.0,0.2
14,France,-0.6250000000000001,0.6
14,France,-0.4000000000000001,0.6
3,SouthKorea,0.06818181818181818,0.4772727272727273
46,Serbia,0.06818181818181818,0.4772727272727273
3,SouthKorea,0.05,0.275
46,Serbia,0.05,0.275
3,SouthKorea,0.0,0.0
46,Serbia,0.0,0.0
41,Myanmar,0.0,0.0
41,Myanmar,-0.4,0.6
41,Myanmar,0.85,1.0
23,India,0.0,0.0
14,France,-0.125,1.0
14,France,0.0,0.0
23,India,0.0,0.0
7,SriLanka,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,-0.23333333333333334,0.5333333333333333
23,India,0.0,0.0
2,Spain,0.35,0.35
2,Spain,0.0,0.0
19,Nigeria,0.1,0.35
23,India,0.25,0.5399999999999999
23,India,0.1,0.4
23,India,0.13,0.47
23,India,0.16,0.5399999999999999
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.03333333333333333,0.06666666666666667
9,Colombia,0.0,0.0
9,Colombia,0.03333333333333333,0.06666666666666667
9,Colombia,0.0,0.0
59,United,0.0,0.0
9,Colombia,-0.4000000000000001,0.6
9,Colombia,0.0,1.0
23,India,0.25,0.25
23,India,0.0,0.0
23,India,0.0,0.0
14,France,0.0,0.0
14,France,0.1,0.2
2,Spain,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.03333333333333333,0.06666666666666667
23,India,-0.23333333333333334,0.5333333333333333
23,India,0.0,0.0
23,India,0.0,0.0
23,India,-0.23333333333333334,0.5333333333333333
2,Spain,0.0,0.0
2,Spain,0.0,0.0
2,Spain,0.0,0.0
59,United,0.0,0.0
59,United,0.0,0.0
23,India,0.0,0.0
23,India,-0.23333333333333334,0.5333333333333333
23,India,0.0,0.0
23,India,0.0,0.0
7,SriLanka,-0.5,1.0
1,Brazil,0.0,0.0
18,SouthAfrica,0.0,0.0
69,Africa,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.4,1.0
25,MiddleEast,0.0,0.0
50,Egypt,0.0,0.0
89,Algeria,0.0,0.0
25,MiddleEast,0.0,0.0
50,Egypt,0.0,0.0
89,Algeria,0.0,0.0
25,MiddleEast,0.0,0.0
50,Egypt,0.0,0.0
89,Algeria,0.0,0.0
25,MiddleEast,0.0,0.0
50,Egypt,0.0,0.0
89,Algeria,0.0,0.0
1,Brazil,0.0,0.0
23,India,0.0,0.0
23,India,-0.5,1.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.5
30,Kenya,0.325,0.19166666666666665
59,United,0.325,0.19166666666666665
59,United,0.0,0.0
59,United,-0.2,0.95
59,United,0.16,0.5399999999999999
59,United,0.0,0.0
59,United,-0.25,1.0
18,SouthAfrica,0.06818181818181818,0.25
69,Africa,0.06818181818181818,0.25
23,India,0.5,0.55
23,India,0.4333333333333333,0.7333333333333333
23,India,-0.05,0.1
55,Morocco,0.125,0.3666666666666667
7,SriLanka,0.0,0.0
37,Senegal,0.0,0.0
69,Africa,0.0,0.0
85,WestAfrica,0.0,0.0
23,India,0.0,0.0
23,India,0.0,0.0
23,India,0.06818181818181818,0.22727272727272727
23,India,0.0,0.0
23,India,-0.16666666666666666,0.3333333333333333
23,India,0.0,0.0
19,Nigeria,0.2,0.2
19,Nigeria,0.16,0.5399999999999999
23,India,0.0,0.0
19,Nigeria,0.22727272727272727,0.5454545454545454
19,Nigeria,-0.2,0.4
