,countries,polarity,subjectivity
23,India,0.018518518518518514,0.39814814814814814
23,India,0.018518518518518514,0.39814814814814814
23,India,-0.4,0.6
11,Philippines,0.0,0.0
11,Philippines,0.09866071428571427,0.42038690476190477
11,Philippines,0.25,0.2833333333333333
36,Ukraine,0.05,0.1
23,India,0.0,0.0
23,India,0.04876543209876543,0.38112874779541456
30,Kenya,-0.5,1.0
69,Africa,-0.5,1.0
9,Colombia,0.0,0.0
23,India,0.05,0.1
11,Philippines,-0.0625,0.3125
36,Ukraine,0.05,0.1
23,India,-0.3,0.4
9,Colombia,0.16666666666666666,0.6
63,Ecuador,0.16666666666666666,0.6
9,Colombia,-0.2333333333333333,0.5
63,Ecuador,-0.2333333333333333,0.5
23,India,0.05,0.1
1,Brazil,0.0,0.0
1,Brazil,0.35833333333333334,0.5
59,United,0.10625607385811466,0.4481851311953352
1,Brazil,0.0,0.0
5,Italy,0.4,0.55
36,Ukraine,0.081,0.5066666666666666
59,United,0.05,0.1
23,India,0.2,0.4
29,Ethiopia,0.5,0.5
59,United,0.023214285714285715,0.25982142857142854
84,Netherlands,0.3273809523809524,0.5488095238095237
84,Netherlands,0.016666666666666677,0.875
1,Brazil,0.5866666666666668,0.8466666666666667
23,India,0.0,0.0
59,United,0.0625,0.5
23,India,0.058465608465608464,0.516633597883598
23,India,0.0,0.0
23,India,0.01571750321750321,0.5720012870012869
23,India,0.007585978835978833,0.6081878306878308
23,India,-0.018567323481116598,0.552208538587849
36,Ukraine,0.05,0.1
30,Kenya,-0.19864718614718616,0.36731601731601726
69,Africa,-0.19864718614718616,0.36731601731601726
81,SouthSudan,-0.19864718614718616,0.36731601731601726
96,Sudan,-0.19864718614718616,0.36731601731601726
103,EastAfrica,-0.19864718614718616,0.36731601731601726
30,Kenya,0.12106060606060605,0.3528787878787879
69,Africa,0.12106060606060605,0.3528787878787879
81,SouthSudan,0.12106060606060605,0.3528787878787879
96,Sudan,0.12106060606060605,0.3528787878787879
103,EastAfrica,0.12106060606060605,0.3528787878787879
30,Kenya,0.27166666666666667,0.45
69,Africa,0.27166666666666667,0.45
81,SouthSudan,0.27166666666666667,0.45
96,Sudan,0.27166666666666667,0.45
103,EastAfrica,0.27166666666666667,0.45
59,United,0.13333333333333333,0.4333333333333333
67,UnitedKingdom,0.13333333333333333,0.4333333333333333
23,India,-0.07203703703703704,0.42962962962962964
77,Peru,0.08677579365079367,0.3912896825396825
86,Denmark,0.11416666666666667,0.41666666666666663
23,India,0.05,0.1
23,India,0.05,0.1
9,Colombia,0.044166666666666674,0.5216666666666667
76,BosniaandHerzegovina,-0.5,0.5
41,Myanmar,-0.0016754850088183547,0.3400352733686067
16,Poland,0.32,0.36111111111111116
16,Poland,0.32,0.36111111111111116
23,India,0.0,0.0
7,SriLanka,0.0,0.0
11,Philippines,-0.1,0.4
2,Spain,-0.011237373737373737,0.5278198653198654
23,India,0.0,0.0
59,United,0.09037268287268285,0.5407371332371331
59,United,0.23750000000000002,0.55
59,United,0.0,0.0
16,Poland,0.0,0.0
59,United,0.25,0.3625
5,Italy,0.8,0.75
14,France,0.0,0.0
