,topic,all_reactions,comments,shares,interaction_sum,polarity,subjectivity
153,0,104.0,17.0,80.0,201,0.12291666666666666,0.48125
154,0,186.0,14.0,147.0,347,0.009999999999999992,0.473452380952381
155,0,169000.0,19000.0,39997.0,227997,0.05208333333333333,0.7076388888888888
156,0,0.0,57000.0,46559.0,103559,-0.184375,0.33749999999999997
157,0,177.0,30.0,221.0,428,0.0,0.0
158,0,171.0,22.0,193.0,386,0.0,0.0
159,0,284.0,66.0,136.0,486,0.04329004329004329,0.5250647228588405
160,0,131.0,45.0,28.0,204,-0.05709366391184572,0.4918388429752065
161,0,2100.0,19.0,4106.0,6225,-0.013234629294755877,0.4933519188266025
162,0,1600.0,448.0,3095.0,5143,-0.012347647392290249,0.49232568027210893
163,0,0.0,2.0,238.0,240,-0.010199175824175828,0.5054461741961743
164,0,289.0,147.0,181.0,617,0.13999999999999999,0.38
165,0,99.0,19.0,47.0,165,-0.02613636363636365,0.35157828282828274
166,0,65.0,1.0,26.0,92,0.02246599055066799,0.45400875110552535
167,0,2000.0,0.0,5433.0,7433,0.054166666666666696,0.575
168,1,2700.0,1000.0,323.0,4023,0.1774327122153209,0.5447204968944099
169,0,0.0,3.0,8734.0,8737,0.0,0.0
170,0,986.0,187.0,8184.0,9357,0.29214285714285715,0.6964285714285714
171,0,158.0,16.0,174.0,348,-0.061072261072261075,0.43916083916083914
172,0,1300.0,69.0,39.0,1408,0.08166666666666667,0.3401190476190476
173,0,1400.0,138.0,24.0,1562,0.19166666666666668,0.5694444444444444
174,0,44000.0,12000.0,2270.0,58270,0.08181818181818182,0.45303030303030306
175,0,10000.0,0.0,430.0,10430,0.16000000000000003,0.5887179487179487
176,3,58000.0,75000.0,1479.0,134479,0.3885416666666667,0.6041666666666667
177,3,780.0,218.0,911.0,1909,0.2903030303030303,0.4154545454545454
178,3,158.0,5.0,88.0,251,0.075,0.38416666666666666
179,0,56.0,10.0,200.0,266,0.07785087719298248,0.5106704260651629
180,4,33.0,2.0,26.0,61,0.08044400044400045,0.455124135124135
181,0,116.0,7.0,359.0,482,0.0,0.5
182,0,32.0,17.0,466.0,515,0.0,0.0
183,3,58000.0,75000.0,1479.0,134479,0.3885416666666667,0.6041666666666667
184,0,369.0,0.0,1016.0,1385,-0.024821428571428567,0.41946428571428573
185,0,11000.0,12000.0,986.0,23986,0.19999999999999998,0.6944444444444443
186,3,158.0,5.0,88.0,251,0.075,0.38416666666666666
187,0,189.0,53.0,111.0,353,-0.040354978354978366,0.4842380952380953
188,0,46.0,11.0,206.0,263,-0.08047619047619048,0.5857142857142856
189,0,288.0,8.0,6946.0,7242,0.5,0.5
190,0,263.0,0.0,276.0,539,-0.20833333333333334,0.725
191,0,896.0,115.0,1185.0,2196,-0.25,0.9
192,0,1500.0,156.0,2590.0,4246,-0.25,0.9
193,0,62.0,0.0,33.0,95,0.41874999999999996,0.5687500000000001
194,0,494.0,10.0,9.0,513,0.25,0.4904761904761905
195,0,477.0,75.0,504.0,1056,0.09806244260789719,0.3990128558310377
196,1,14000.0,22000.0,7092.0,43092,0.004761904761904768,0.6166666666666666
197,0,896.0,115.0,1185.0,2196,-0.25,0.9
198,0,3800.0,611.0,440.0,4851,0.20625,0.5017857142857143
199,0,233.0,23.0,172.0,428,0.0,0.0
200,0,0.0,69.0,439.0,508,0.0,0.0
201,0,472.0,3.0,796.0,1271,0.04287414965986395,0.4898526077097505
202,0,5200.0,0.0,17216.0,22416,0.04216317308422573,0.5013097136781346
203,0,35.0,1.0,125.0,161,0.14166666666666666,0.5416666666666666
204,0,0.0,0.0,0.0,0,0.4000000000000001,0.4666666666666666
205,0,187.0,38.0,720.0,945,0.12222222222222223,0.2777777777777778
206,0,1.0,0.0,0.0,1,0.0,0.0
207,0,12.0,0.0,0.0,12,0.0,0.0
208,0,109.0,2.0,34.0,145,0.0,0.0
209,0,4500.0,25000.0,909.0,30409,0.038257575757575754,0.4617174492174492
210,0,392.0,0.0,14.0,406,-0.01454545454545455,0.6424242424242423
211,3,70000.0,73000.0,33426.0,176426,0.1761904761904762,0.46666666666666673
212,0,307.0,558.0,5045.0,5910,0.10113636363636362,0.4
213,1,10000.0,32000.0,8796.0,50796,0.11205118411000763,0.6080977845683728
214,0,6600.0,6.0,5154.0,11760,0.08333333333333333,0.3358333333333333
215,1,617.0,354.0,1100.0,2071,0.16491228070175437,0.5666666666666665
216,3,0.0,267.0,954.0,1221,0.14505494505494504,0.5412087912087912
217,0,0.0,29.0,318.0,347,0.2,0.3
218,3,107.0,14.0,80.0,201,-0.0413003663003663,0.5647083685545223
219,0,88.0,2.0,5.0,95,0.32,0.4499999999999999
220,3,50.0,5.0,39.0,94,-0.0413003663003663,0.5647083685545223
221,0,0.0,63.0,100.0,163,0.02882653061224491,0.3778061224489796
222,0,0.0,37.0,536.0,573,-0.19013047138047137,0.5036405723905724
223,0,61.0,0.0,184.0,245,0.10906764330677375,0.483087604826735
224,3,0.0,330.0,1611.0,1941,0.22762150728059816,0.5288646202282566
225,0,1.0,0.0,0.0,1,0.0,0.0
226,0,12.0,0.0,0.0,12,0.0,0.0
227,0,109.0,2.0,34.0,145,0.0,0.0
228,1,41.0,0.0,24.0,65,-0.003537414965986393,0.3720748299319728
229,3,1100.0,46.0,337.0,1483,0.44999999999999996,0.75
230,0,147.0,72.0,286.0,505,0.19318181818181818,0.41666666666666663
231,1,6600.0,12000.0,1700.0,20300,-0.09722222222222225,0.6805555555555555
232,0,0.0,107.0,2075.0,2182,0.2,0.2
233,0,0.0,17.0,168.0,185,0.014052175894281156,0.28753892306523876
234,4,496.0,302.0,1040.0,1838,0.02566964285714286,0.5484375
235,0,279.0,0.0,75.0,354,-0.11704545454545456,0.49034090909090905
236,1,140.0,0.0,25.0,165,-0.025178571428571418,0.5119047619047619
237,0,922.0,0.0,306.0,1228,-0.015625,0.22604166666666672
238,3,1700.0,6.0,97076.0,98782,0.14194444444444443,0.5263888888888889
239,3,3.0,0.0,3.0,6,0.0,0.0
240,0,44.0,2.0,89.0,135,0.04204545454545453,0.38181818181818183
241,0,15.0,1.0,208.0,224,3.700743415417188e-17,0.7555555555555555
242,3,2.0,0.0,0.0,2,0.21103896103896103,0.5178571428571428
243,0,30.0,0.0,15.0,45,0.10499999999999998,0.62
244,0,72.0,0.0,41.0,113,0.0,0.0
245,3,63.0,11.0,282.0,356,-0.042777777777777776,0.48888888888888893
246,3,107.0,14.0,80.0,201,-0.0413003663003663,0.5647083685545223
247,0,19.0,0.0,39.0,58,0.08162102924398008,0.41682819912328084
248,0,2400.0,257.0,2928.0,5585,0.1619047619047619,0.5142857142857143
249,3,985.0,0.0,109.0,1094,-0.0950280112044818,0.4432773109243697
250,0,112.0,0.0,5.0,117,0.018518518518518514,0.39814814814814814
251,0,112.0,0.0,5.0,117,0.018518518518518514,0.39814814814814814
252,0,112.0,0.0,5.0,117,0.018518518518518514,0.39814814814814814
253,3,19.0,4.0,1.0,24,-0.5,1.0
254,1,685.0,81.0,69.0,835,-0.3,0.4
255,3,8.0,11.0,4.0,23,0.10625607385811466,0.4481851311953352
256,4,0.0,13.0,8.0,21,0.023214285714285715,0.25982142857142854
257,3,153.0,0.0,84.0,237,0.016666666666666677,0.875
258,0,6.0,0.0,1.0,7,0.058465608465608464,0.516633597883598
259,3,29.0,0.0,3.0,32,0.01571750321750321,0.5720012870012869
260,3,290.0,0.0,20.0,310,0.007585978835978833,0.6081878306878308
261,3,1000.0,0.0,118.0,1118,-0.018567323481116598,0.552208538587849
262,1,77.0,13.0,4.0,94,-0.19864718614718616,0.36731601731601726
263,0,259.0,84.0,37.0,380,0.12106060606060605,0.3528787878787879
264,0,0.0,36.0,131.0,167,0.13333333333333333,0.4333333333333333
265,0,582.0,0.0,374.0,956,-0.07203703703703704,0.42962962962962964
266,0,2500.0,3.0,19493.0,21996,0.08677579365079367,0.3912896825396825
267,0,78.0,0.0,24.0,102,0.11416666666666667,0.41666666666666663
268,0,0.0,260.0,1597.0,1857,0.044166666666666674,0.5216666666666667
269,0,2200.0,60.0,2860.0,5120,-0.0016754850088183547,0.3400352733686067
270,0,338.0,238.0,913.0,1489,0.32,0.36111111111111116
271,0,115.0,10.0,154.0,279,0.32,0.36111111111111116
272,0,945.0,0.0,2547.0,3492,0.09037268287268285,0.5407371332371331
273,3,2100.0,636.0,1409.0,4145,0.23750000000000002,0.55
274,3,0.0,36.0,285.0,321,0.25,0.3625
275,4,79.0,0.0,18.0,97,0.0,0.125
276,0,16.0,0.0,1.0,17,0.0,0.0
277,0,0.0,1.0,3576.0,3577,-0.1,0.5366666666666667
278,1,7.0,0.0,0.0,7,0.37857142857142856,0.6857142857142857
279,0,1100.0,19000.0,52038.0,72138,0.16720779220779222,0.5116883116883117
280,0,4.0,0.0,1.0,5,0.08755102040816326,0.4649659863945578
281,0,219.0,159.0,928.0,1306,0.15000000000000002,0.6
282,0,664.0,49.0,1481.0,2194,0.3333333333333333,0.4523809523809524
283,0,2.0,0.0,2.0,4,0.0,0.0
284,0,412.0,129.0,384.0,925,-0.5029761904761905,0.6785714285714286
285,0,2500.0,3.0,19491.0,21994,0.08677579365079367,0.3912896825396825
286,4,0.0,6.0,491.0,497,0.0,1.0
287,4,4.0,0.0,1.0,5,-0.03333333333333332,0.5694444444444445
288,0,10.0,0.0,11.0,21,-0.029104683195592288,0.48126721763085417
289,1,12.0,0.0,25.0,37,0.0,0.0
290,0,0.0,243.0,1641.0,1884,-0.1,0.6
291,0,3900.0,0.0,1357.0,5257,0.09432772733657689,0.48094305890766076
292,0,0.0,18.0,197.0,215,0.027272727272727258,0.6615151515151515
293,0,0.0,125.0,648.0,773,-0.04896694214876034,0.4704545454545455
294,0,4500.0,90.0,3445.0,8035,0.009787622771493738,0.5062660010240655
295,1,22.0,3.0,24.0,49,0.0,0.0
296,3,384.0,691.0,264.0,1339,0.18474025974025973,0.5205988455988455
297,3,1600.0,739.0,2429.0,4768,0.11666666666666667,0.5166666666666667
298,1,138.0,0.0,16.0,154,0.2545454545454546,0.4117424242424242
299,3,43000.0,0.0,10717.0,53717,0.1601190476190476,0.6035714285714285
300,1,3900.0,31000.0,396.0,35296,0.054545454545454536,0.575
301,3,43000.0,0.0,10717.0,53717,0.1601190476190476,0.6035714285714285
302,3,0.0,73.0,2.0,75,0.24666666666666667,0.2533333333333333
303,1,53.0,9.0,3349.0,3411,0.0,0.0
304,1,0.0,15.0,131.0,146,0.0,0.0
305,0,3.0,0.0,0.0,3,0.06763636363636362,0.5653939393939392
306,0,4.0,3.0,2.0,9,0.06763636363636362,0.5653939393939392
307,0,305.0,71.0,146.0,522,0.090689503732982,0.33769880481837006
308,1,948.0,401.0,1280.0,2629,0.1001818783068783,0.5283840388007054
309,1,0.0,5.0,2681.0,2686,0.08734737484737486,0.4707163207163208
310,1,3100.0,11000.0,884.0,14984,0.09016369047619047,0.46394841269841275
311,1,1300.0,374.0,1549.0,3223,0.08734737484737486,0.4707163207163208
312,1,260.0,450.0,386.0,1096,0.09553030303030305,0.5128030303030303
313,0,25000.0,38000.0,7015.0,70015,-0.024999999999999994,0.4722222222222222
314,1,0.0,231.0,1068.0,1299,0.08734737484737486,0.4707163207163208
315,1,6500.0,0.0,2180.0,8680,-0.10984848484848485,0.3810606060606061
316,0,5.0,0.0,2.0,7,0.08472222222222224,0.3430555555555555
317,0,5.0,0.0,3.0,8,0.08472222222222224,0.3430555555555555
318,0,464.0,0.0,58.0,522,0.1578512396694215,0.4969696969696969
319,3,390.0,0.0,416.0,806,-0.13901515151515154,0.47777777777777775
320,4,55.0,0.0,1302.0,1357,0.25,0.25
321,0,896.0,0.0,1031.0,1927,0.08962962962962964,0.4408465608465608
322,0,332.0,0.0,131.0,463,0.21525252525252528,0.5434343434343435
323,1,143.0,119.0,221.0,483,-0.02,0.5370833333333334
324,3,0.0,4.0,30.0,34,0.1,0.4
325,1,143.0,0.0,221.0,364,-0.02,0.5370833333333334
326,4,91.0,50.0,18.0,159,-0.3625,0.6375
327,0,119.0,0.0,33.0,152,0.00018939393939393536,0.49444444444444446
328,0,945.0,0.0,2547.0,3492,0.09037268287268285,0.5407371332371331
329,1,81.0,7.0,1.0,89,0.4722727272727273,0.6575757575757576
330,0,195.0,87.0,41.0,323,0.11055096418732782,0.39840220385674924
331,0,67.0,18.0,4.0,89,0.2791746735649175,0.4573208634184244
332,0,0.0,8.0,217.0,225,0.0,0.0
333,1,0.0,146.0,381.0,527,0.0875,0.1625
334,1,3.0,1.0,3.0,7,0.06934893731503902,0.45525165042114196
335,0,50.0,36.0,3.0,89,0.22727272727272727,0.5454545454545454
336,1,0.0,231.0,1068.0,1299,0.08734737484737486,0.4707163207163208
337,1,75.0,0.0,14.0,89,0.04821428571428571,0.5388392857142857
338,1,0.0,0.0,0.0,0,0.04821428571428571,0.5388392857142857
339,0,26.0,0.0,94.0,120,-0.07222222222222223,0.6333333333333333
340,3,226.0,0.0,45.0,271,0.2208333333333333,0.7416666666666667
341,0,723.0,0.0,635.0,1358,0.0387396694214876,0.5607782369146005
342,0,696.0,0.0,293.0,989,-0.23392857142857146,0.5226190476190476
343,0,15.0,24.0,17.0,56,0.25625,0.68125
344,0,2000.0,652.0,1545.0,4197,0.23541666666666666,0.5552083333333333
345,3,162.0,0.0,76.0,238,-0.08464912280701756,0.5473684210526316
346,0,13.0,0.0,1.0,14,0.27,0.41
347,0,0.0,15.0,746.0,761,0.0,0.0
348,3,0.0,47.0,1387.0,1434,-0.1277777777777778,0.29444444444444445
349,1,1000.0,121.0,48.0,1169,0.2375,0.4458333333333333
350,0,20.0,17.0,1675.0,1712,-0.06103896103896104,0.6012987012987013
351,0,0.0,9.0,1.0,10,0.0,0.0
352,0,0.0,370.0,429.0,799,0.03502808458415933,0.4762316759045731
353,4,86.0,100.0,248.0,434,-0.03229166666666669,0.3385416666666667
354,4,0.0,18.0,434.0,452,-0.25,0.8
355,1,2700.0,12000.0,455.0,15155,0.0,0.06666666666666667
356,0,0.0,36.0,235.0,271,0.225,0.26666666666666666
357,0,0.0,28.0,276.0,304,-0.03725490196078431,0.2803921568627451
358,4,21.0,0.0,15.0,36,0.30000000000000004,0.65
359,4,7.0,0.0,2.0,9,0.1975,0.6875
360,1,0.0,4.0,314.0,318,0.0,0.5
361,1,0.0,39.0,191.0,230,0.06666666666666667,0.39999999999999997
362,0,162.0,24.0,268.0,454,0.08236359736359734,0.3942021242021241
363,0,0.0,125.0,2630.0,2755,0.08548691369792286,0.39111627414379696
364,0,0.0,48.0,4760.0,4808,-0.07999999999999999,0.605
365,1,16000.0,24000.0,13346.0,53346,0.03333333333333333,0.06666666666666667
366,3,111.0,0.0,230.0,341,0.5499999999999999,0.6611111111111111
367,3,201.0,39.0,57.0,297,0.2833333333333333,0.5777777777777778
368,3,537.0,195.0,671.0,1403,0.25,0.33125
369,3,0.0,0.0,102.0,102,0.3,0.5
370,0,46.0,8.0,55.0,109,0.06629945286195288,0.36050350112850116
371,4,0.0,105.0,210.0,315,-0.13518518518518519,0.5407407407407407
372,0,0.0,85.0,284.0,369,-0.25,0.4444444444444444
373,0,128.0,0.0,135.0,263,0.1,0.2
374,0,0.0,797.0,7820.0,8617,0.06703042328042327,0.38161375661375657
375,3,24.0,0.0,4.0,28,-0.007803030303030303,0.4245454545454546
376,0,7500.0,0.0,7465.0,14965,0.03371944895382395,0.29507012085137085
377,0,335.0,3.0,1840.0,2178,-0.028571428571428577,0.47142857142857136
378,3,6.0,0.0,1.0,7,0.11249999999999999,0.2375
379,4,398.0,40.0,362.0,800,0.062499999999999986,0.7125
380,0,173.0,31.0,125.0,329,0.05,0.8
381,3,0.0,26.0,160.0,186,-0.004383116883116882,0.33896103896103896
382,1,2.0,5.0,0.0,7,-0.033333333333333326,0.7999999999999999
383,3,2.0,0.0,0.0,2,0.016161616161616155,0.5986868686868687
384,3,0.0,18.0,1.0,19,0.0,0.0
385,0,43.0,21.0,13.0,77,0.0,0.0
386,3,0.0,104.0,518.0,622,0.3637626262626263,0.6505050505050504
387,3,0.0,7.0,472.0,479,0.3637626262626263,0.6505050505050504
388,3,117.0,0.0,9.0,126,0.03333333333333332,0.24999999999999997
389,3,0.0,0.0,2.0,2,0.8,1.0
390,0,653.0,368.0,326.0,1347,0.0735210453960454,0.39484175734175736
391,3,127.0,0.0,19.0,146,-0.022222222222222227,0.45555555555555555
392,3,216.0,343.0,210.0,769,-0.009469696969696966,0.5271645021645023
393,3,0.0,11.0,9756.0,9767,-0.25,0.5
394,4,40.0,14.0,69.0,123,-0.25,0.125
395,0,0.0,78.0,6.0,84,0.10892857142857142,0.4571428571428572
396,1,0.0,0.0,0.0,0,-0.2,0.0
397,0,0.0,322.0,2021.0,2343,0.35000000000000003,0.7261904761904762
398,0,0.0,322.0,2021.0,2343,0.35000000000000003,0.7261904761904762
399,1,42.0,0.0,24.0,66,-0.014401515151515148,0.6139999999999999
400,4,94.0,78.0,805.0,977,0.08541666666666665,0.5095238095238096
401,0,0.0,2.0,655.0,657,0.0,0.05
402,3,169.0,1.0,47.0,217,-0.08134920634920635,0.7182946682946683
