link
https://piaui.folha.uol.com.br/lupa/2020/07/01/cidadaos-bolsonaro-propaganda-modelos/
https://piaui.folha.uol.com.br/lupa/2020/07/01/verificamos-xiaomi-celulares-covid/
https://piaui.folha.uol.com.br/lupa/2020/07/01/verificamos-stf-bolsonaro-covid/
https://piaui.folha.uol.com.br/lupa/2020/07/01/verificamos-foto-exercito-transposicao/
https://piaui.folha.uol.com.br/lupa/2020/07/01/lupa-na-ciencia-sol/
https://piaui.folha.uol.com.br/lupa/2020/06/30/verificamos-video-operacao-alagoas/
https://piaui.folha.uol.com.br/lupa/2020/06/30/verificamos-nobel-paz-covid/
https://piaui.folha.uol.com.br/lupa/2020/06/30/coronaverificado-bacteria/
https://piaui.folha.uol.com.br/lupa/2020/06/29/verificamos-obras-bolsonaro/
https://piaui.folha.uol.com.br/lupa/2020/06/29/verificamos-covas-cloroquina-tratamento/
https://piaui.folha.uol.com.br/lupa/2020/06/29/lupa-na-saude-tipo-sanguineo/
https://piaui.folha.uol.com.br/lupa/2020/07/01/cidadaos-bolsonaro-propaganda-modelos/
https://piaui.folha.uol.com.br/lupa/2020/06/26/decotelli-curriculo-reitor/
https://piaui.folha.uol.com.br/lupa/2020/06/26/verificamos-weintraub-stf-banco/
https://piaui.folha.uol.com.br/lupa/2020/06/26/verificamos-bandeirantes-comunista-chines/
https://piaui.folha.uol.com.br/lupa/2020/06/26/verificamos-ministro-ofendeu-artistas/
https://piaui.folha.uol.com.br/lupa/2020/06/26/lupa-na-ciencia-neurologicos/
https://piaui.folha.uol.com.br/lupa/2020/06/25/verificamos-garoto-guerra-iemen/
https://piaui.folha.uol.com.br/lupa/2020/06/25/verificamos-trem-transportando-covid19/
https://piaui.folha.uol.com.br/lupa/2020/06/25/verifica-coronavirus-ep11-vacinas-covid/
https://piaui.folha.uol.com.br/lupa/2020/06/25/verificamos-votos-contra-nova-lei-saneamento/
https://piaui.folha.uol.com.br/lupa/2020/06/25/verificamos-golpe-almanaque-monica/
https://piaui.folha.uol.com.br/lupa/2020/07/01/cidadaos-bolsonaro-propaganda-modelos/
https://piaui.folha.uol.com.br/lupa/2020/06/25/coronaverificado-oms-boatos/
https://piaui.folha.uol.com.br/lupa/2020/06/24/verificamos-bolsonaro-futebol-record/
https://piaui.folha.uol.com.br/lupa/2020/06/24/verificamos-cloroquina-gratuita-europa/
https://piaui.folha.uol.com.br/lupa/2020/06/24/verificamos-congresso-stf-manifestacao/
https://piaui.folha.uol.com.br/lupa/2020/06/24/lupa-na-ciencia-anticorpos-queda/
https://piaui.folha.uol.com.br/lupa/2020/06/23/verificamos-marinha-protocolo-ivermectina/
https://piaui.folha.uol.com.br/lupa/2020/06/23/verificamos-advogado-queiroz-adelio/
https://piaui.folha.uol.com.br/lupa/2020/06/23/coronaverificado-5g/
https://piaui.folha.uol.com.br/lupa/2020/06/22/verificamos-china-hidreletricas-brasil/
