checked_link,facebook_ids,facebook_links,id,social_medias,twitter_ids,twitter_links
https://www.politifact.com/factchecks/2020/sep/16/li-meng-yan/tucker-carlson-guest-airs-debunked-conspiracy-theo/,"1296200100715306,1296200100715306","https://www.facebook.com/politifact/,https://www.facebook.com/help/1952307158131536?helpref=related,https://www.facebook.com/TuckerCarlsonTonight/posts/1296200100715306,https://www.facebook.com/TuckerCarlsonTonight/posts/1296200100715306,https://www.facebook.com/politifact/,https://www.facebook.com/sharer/sharer.php?app_id=454308342057334&sdk=joey&u=https://www.politifact.com/factchecks/2020/sep/16/li-meng-yan/tucker-carlson-guest-airs-debunked-conspiracy-theo/&display=popup&ref=plugin&src=share_button",1,3,1305743494913245184,"https://twitter.com/Politifact/,https://twitter.com/CT_Bergstrom/status/1305743494913245184,https://twitter.com/Politifact/"
https://www.factcheck.org/2020/09/report-resurrects-baseless-claim-that-coronavirus-was-bioengineered/,,"https://www.facebook.com/factcheck.org,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.factcheck.org%2F2020%2F09%2Freport-resurrects-baseless-claim-that-coronavirus-was-bioengineered%2F%3Futm_source%3Dfacebook%26utm_medium%3Dsocial%26utm_campaign%3Dsocial-pug&t=Report%20Resurrects%20Baseless%20Claim%20that%20Coronavirus%20Was%20Bioengineered",2,1,"1306037072914866178,1306040554044551173,1306041057440743424,1306037079478919168,1306037076081614848,1306040554044551173","https://twitter.com/intent/tweet?text=Report%20Resurrects%20Baseless%20Claim%20that%20Coronavirus%20Was%20Bioengineered&url=https%3A%2F%2Fwww.factcheck.org%2F2020%2F09%2Freport-resurrects-baseless-claim-that-coronavirus-was-bioengineered%2F%3Futm_source%3Dtwitter%26utm_medium%3Dsocial%26utm_campaign%3Dsocial-pug&via=factcheckdotorg,https://twitter.com/K_G_Andersen/status/1306037072914866178?s=20,https://twitter.com/edwardcholmes/status/1306040554044551173?s=20,https://twitter.com/edwardcholmes/status/1306041057440743424?s=20,https://twitter.com/K_G_Andersen/status/1306037079478919168,https://twitter.com/K_G_Andersen/status/1306037076081614848,https://twitter.com/edwardcholmes/status/1306040554044551173?s=20"
https://www.factcheck.org/2020/10/trump-campaign-didnt-send-email-fundraising-off-covid-19-diagnosis/,,"https://www.facebook.com/factcheck.org,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.factcheck.org%2F2020%2F10%2Ftrump-campaign-didnt-send-email-fundraising-off-covid-19-diagnosis%2F%3Futm_source%3Dfacebook%26utm_medium%3Dsocial%26utm_campaign%3Dsocial-pug&t=Trump%20Campaign%20Didn%27t%20Send%20Email%20Fundraising%20Off%20COVID-19%20Diagnosis",3,1,"1311892190680014849,1312054535511306243,1311892190680014849","https://twitter.com/intent/tweet?text=Trump%20Campaign%20Didn%27t%20Send%20Email%20Fundraising%20Off%20COVID-19%20Diagnosis&url=https%3A%2F%2Fwww.factcheck.org%2F2020%2F10%2Ftrump-campaign-didnt-send-email-fundraising-off-covid-19-diagnosis%2F%3Futm_source%3Dtwitter%26utm_medium%3Dsocial%26utm_campaign%3Dsocial-pug&via=factcheckdotorg,https://twitter.com/realDonaldTrump/status/1311892190680014849,https://twitter.com/iMajorWish/status/1312054535511306243,https://twitter.com/realDonaldTrump/status/1311892190680014849"
https://www.factcheck.org/2020/09/viral-post-falsely-attributed-to-golfer-bubba-watson/,"10214972316340070,10216677979277031,3309136079152031","https://www.facebook.com/factcheck.org,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fwww.factcheck.org%2F2020%2F09%2Fviral-post-falsely-attributed-to-golfer-bubba-watson%2F%3Futm_source%3Dfacebook%26utm_medium%3Dsocial%26utm_campaign%3Dsocial-pug&t=Viral%20Post%20Falsely%20Attributed%20to%20Golfer%20Bubba%20Watson,https://www.facebook.com/fred.childs.5/posts/10214972316340070,https://www.facebook.com/larry.henrichs.1/posts/10216677979277031,https://www.facebook.com/photo.php?fbid=3309136079152031&set=a.194933613905642&type=3&theater",4,2,,https://twitter.com/intent/tweet?text=Viral%20Post%20Falsely%20Attributed%20to%20Golfer%20Bubba%20Watson&url=https%3A%2F%2Fwww.factcheck.org%2F2020%2F09%2Fviral-post-falsely-attributed-to-golfer-bubba-watson%2F%3Futm_source%3Dtwitter%26utm_medium%3Dsocial%26utm_campaign%3Dsocial-pug&via=factcheckdotorg
https://healthfeedback.org/claimreview/assessment-of-the-evolution-of-the-number-of-covid-19-cases-is-based-on-sars-cov-2-specific-test-no-confusion-with-flu-or-common-cold-is-possible/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fassessment-of-the-evolution-of-the-number-of-covid-19-cases-is-based-on-sars-cov-2-specific-test-no-confusion-with-flu-or-common-cold-is-possible%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",5,0,,https://twitter.com/intent/tweet?text=The%20number%20of%20COVID-19%20cases%20reported%20is%20based%20on%20a%20highly%20specific%20diagnostic%20test%20for%20COVID-19%3B%20no%20confusion%20with%20flu%20or%20common%20cold%20is%20possible&url=https://healthfeedback.org/claimreview/assessment-of-the-evolution-of-the-number-of-covid-19-cases-is-based-on-sars-cov-2-specific-test-no-confusion-with-flu-or-common-cold-is-possible/&via=HealthFeedback
https://healthfeedback.org/claimreview/cloth-masks-are-effective-at-reducing-virus-transmission-because-it-spreads-in-respiratory-droplets-which-are-larger-than-smoke-particles-and-the-pores-in-fabric/,10158331126011026,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fcloth-masks-are-effective-at-reducing-virus-transmission-because-it-spreads-in-respiratory-droplets-which-are-larger-than-smoke-particles-and-the-pores-in-fabric%2F,https://www.facebook.com/76625396025/posts/10158331126011026,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",6,2,,https://twitter.com/intent/tweet?text=Cloth%20masks%20are%20effective%20at%20reducing%20virus%20transmission%20because%20it%20spreads%20in%20respiratory%20droplets%2C%20which%20are%20larger%20than%20smoke%20particles%20and%20the%20pores%20in%20fabric&url=https://healthfeedback.org/claimreview/cloth-masks-are-effective-at-reducing-virus-transmission-because-it-spreads-in-respiratory-droplets-which-are-larger-than-smoke-particles-and-the-pores-in-fabric/&via=HealthFeedback
https://healthfeedback.org/claimreview/covid-19-test-kits-were-not-purchased-in-2017-and-2018-claim-is-based-on-mislabeled-data/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fcovid-19-test-kits-were-not-purchased-in-2017-and-2018-claim-is-based-on-mislabeled-data%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",7,0,,https://twitter.com/intent/tweet?text=COVID-19%20test%20kits%20were%20not%20purchased%20in%202017%20and%202018%3B%20claim%20is%20based%20on%20mislabeled%20data&url=https://healthfeedback.org/claimreview/covid-19-test-kits-were-not-purchased-in-2017-and-2018-claim-is-based-on-mislabeled-data/&via=HealthFeedback
https://healthfeedback.org/claimreview/mortality-in-the-u-s-was-more-than-280000-higher-during-the-first-eight-months-of-2020-than-any-of-the-previous-five-years-over-the-same-period/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fmortality-in-the-u-s-was-more-than-280000-higher-during-the-first-eight-months-of-2020-than-any-of-the-previous-five-years-over-the-same-period%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",8,0,,https://twitter.com/intent/tweet?text=Mortality%20in%20the%20U.S.%20was%20more%20than%20280%2C000%20higher%20during%20the%20first%20eight%20months%20of%202020%20than%20any%20of%20the%20previous%20five%20years%20over%20the%20same%20period&url=https://healthfeedback.org/claimreview/mortality-in-the-u-s-was-more-than-280000-higher-during-the-first-eight-months-of-2020-than-any-of-the-previous-five-years-over-the-same-period/&via=HealthFeedback
https://healthfeedback.org/claimreview/the-virus-causing-covid-19-most-likely-evolved-in-natural-wildlife-populations-before-spreading-to-humans/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fthe-virus-causing-covid-19-most-likely-evolved-in-natural-wildlife-populations-before-spreading-to-humans%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",9,0,,https://twitter.com/intent/tweet?text=The%20virus%20causing%20COVID-19%20most%20likely%20evolved%20in%20natural%20wildlife%20populations%20before%20spreading%20to%20humans&url=https://healthfeedback.org/claimreview/the-virus-causing-covid-19-most-likely-evolved-in-natural-wildlife-populations-before-spreading-to-humans/&via=HealthFeedback
https://healthfeedback.org/claimreview/covid-19-vaccines-are-not-expected-to-be-available-for-the-public-before-several-months-contrary-to-viral-claim-on-social-media/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fcovid-19-vaccines-are-not-expected-to-be-available-for-the-public-before-several-months-contrary-to-viral-claim-on-social-media%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",10,0,,https://twitter.com/intent/tweet?text=COVID-19%20vaccines%20are%20not%20expected%20to%20be%20available%20for%20the%20public%20within%20several%20months%2C%20contrary%20to%20viral%20claim%20on%20social%20media&url=https://healthfeedback.org/claimreview/covid-19-vaccines-are-not-expected-to-be-available-for-the-public-before-several-months-contrary-to-viral-claim-on-social-media/&via=HealthFeedback
https://facta.news/notizia-falsa/2020/10/06/i-simpson-non-hanno-mai-predetto-la-morte-di-donald-trump-nemmeno-a-causa-della-covid-19/,10223037901285554,"https://www.facebook.com/facta.news,https://www.facebook.com/,https://www.facebook.com/photo.php?fbid=10223037901285554&set=basw.Abo_cDkJl4avi0FTPV2_zH5hpqnp3AoON59CxM6vQw0uyaJY_gk6qJG-HzGohVJGz2OQJE-uJf3_CRhuSnbCbEj4YvyXhaH02NEjxYj1hMcAHMn5IVKtwt0JhDU0j_eISN8PS9iw3iJGXVnAVDM1qWdh.2654752988081776.1729711333878483.3443208362366128.10223037901285554.2698870143662727.974931609648535.3324993934255363.10224037839759140.10221605864591903&type=1&opaqueCursor=AbpcpQc_ArHKXwGAQcWSz0QX-EadL0WjnHupdpriOiwVKMXUGAF53biDg0AztrN95B_cwEl5USuT4z47wJcRVpMpMiyXd86ileuYMUmMEeVqkIgzD3e4lVUQsYhR0VtCQU6rAzczb5Yy_ngdF1kXh32CVYjk4woTOrlkv1nyao8racfvbvaU7-Yy36MWWoDoxWRp4651M6v0yd0fZKZkGlFfrozFPxeYZvS8opQdLYf9ylwHxC8G44uQX8v92lvnt1tMDGOyRAzmnTH_eyeU5NNxLVRqgegmWSBwuq8opjkAivQp_l4pRaF0K0fqrvly4Tk-Dbgjs0hApXy85BezgYvys6p10BIxrFCQjyy8nHkTGuyNr3ZPfJZRmo2Mpv67sqUVEd8rfC05O-eaGO25Hb6-EU2DN7HmZ9dOpckUduCz8U6eBQcizeJp1oD4P81a5ac42UJvmaEQ6cXLTFPpf9L5Qy83oqtcSV8ubyOPWFDPab1J0l0U8kueHq8DgZHkLRlphtuCy7j4m31J_8L00odHScZwW9qsQAcd0tt1XCmMTjuPehDs6lKB08pp47JZr13LKEl62Jw3z3ClGNQYuA4HEAhTgyZVHX-RnGAdFYV-QxXB8KqJsSDMODLLyTJ-kqYCuFX7iWbymawn8613h_KsEb3XTYUMkBWcbANuRGS-J60r_H64oH4K_tXX_k64nmdElzF8SdDa4plkJ7u-l1TTBQva1tEmFGTapNXyjWE-8w&theater,https://www.facebook.com/facta.news",11,3,1311892190680014849,https://twitter.com/realDonaldTrump/status/1311892190680014849?ref_src=twsrc%5Etfw%7Ctwcamp%5Etweetembed%7Ctwterm%5E1311892190680014849%7Ctwgr%5Eshare_3&ref_url=https%3A%2F%2Fwww.marketwatch.com%2Fstory%2Ftrumps-positive-for-covid-19-tweet-is-his-most-liked-post-ever-2020-10-02
https://healthfeedback.org/claimreview/covid-19-is-at-least-an-order-of-magnitude-more-deadly-than-seasonal-flu-according-to-current-estimates/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fcovid-19-is-at-least-an-order-of-magnitude-more-deadly-than-seasonal-flu-according-to-current-estimates%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",12,1,1233738443756384259,"https://twitter.com/intent/tweet?text=COVID-19%20is%20at%20least%20an%20order%20of%20magnitude%20more%20deadly%20than%20seasonal%20flu%2C%20according%20to%20current%20estimates&url=https://healthfeedback.org/claimreview/covid-19-is-at-least-an-order-of-magnitude-more-deadly-than-seasonal-flu-according-to-current-estimates/&via=HealthFeedback,https://twitter.com/ChristoPhraser/status/1233738443756384259"
https://healthfeedback.org/claimreview/in-spite-of-its-relatively-small-infection-fatality-ratio-covid-19-has-led-to-many-deaths-due-to-high-virus-transmission/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fin-spite-of-its-relatively-small-infection-fatality-ratio-covid-19-has-led-to-many-deaths-due-to-high-virus-transmission%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",13,0,,https://twitter.com/intent/tweet?text=COVID-19%20has%20caused%20many%20deaths%20due%20to%20high%20virus%20transmission%2C%20despite%20its%20relatively%20small%20infection%20fatality%20ratio&url=https://healthfeedback.org/claimreview/in-spite-of-its-relatively-small-infection-fatality-ratio-covid-19-has-led-to-many-deaths-due-to-high-virus-transmission/&via=HealthFeedback
https://healthfeedback.org/claimreview/misinterpreted-new-york-times-report-leads-to-false-claim-that-the-number-of-covid-19-cases-in-the-u-s-is-inflated-by-up-to-90/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fmisinterpreted-new-york-times-report-leads-to-false-claim-that-the-number-of-covid-19-cases-in-the-u-s-is-inflated-by-up-to-90%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",14,1,"1301545759154802692,1301545759154802692","https://twitter.com/intent/tweet?text=Misinterpreted%20New%20York%20Times%20report%20leads%20to%20false%20claim%20that%20the%20number%20of%20COVID-19%20cases%20in%20the%20U.S.%20is%20inflated%20by%20up%20to%2090%25&url=https://healthfeedback.org/claimreview/misinterpreted-new-york-times-report-leads-to-false-claim-that-the-number-of-covid-19-cases-in-the-u-s-is-inflated-by-up-to-90/&via=HealthFeedback,https://twitter.com/apoorva_nyc/status/1301545759154802692,https://twitter.com/apoorva_nyc/status/1301545759154802692?ref_src=twsrc%5Etfw"
https://factcheck.afp.com/misinformation-targets-new-jersey-flu-vaccine-mandate-plan,,https://www.facebook.com/AFPFactCheck/,15,0,,
https://factcheck.afp.com/kentucky-governor-did-not-attend-states-2020-derby,,https://www.facebook.com/AFPFactCheck/,16,0,,
https://healthfeedback.org/claimreview/a-rise-in-the-number-of-covid-19-cases-and-deaths-starting-in-september-2020-contradicts-the-claim-by-michael-yeadon-that-the-pandemic-is-fundamentally-over-in-the-u-k/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fa-rise-in-the-number-of-covid-19-cases-and-deaths-starting-in-september-2020-contradicts-the-claim-by-michael-yeadon-that-the-pandemic-is-fundamentally-over-in-the-u-k%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",17,1,"1293344524731691008,1293344524731691008","https://twitter.com/intent/tweet?text=A%20rise%20in%20the%20number%20of%20COVID-19%20cases%20and%20deaths%20starting%20in%20September%202020%20contradicts%20the%20claim%20by%20Michael%20Yeadon%20that%20%22the%20pandemic%20is%20fundamentally%20over%20in%20the%20U.K.%22&url=https://healthfeedback.org/claimreview/a-rise-in-the-number-of-covid-19-cases-and-deaths-starting-in-september-2020-contradicts-the-claim-by-michael-yeadon-that-the-pandemic-is-fundamentally-over-in-the-u-k/&via=HealthFeedback,https://twitter.com/profshanecrotty/status/1293344524731691008,https://twitter.com/profshanecrotty/status/1293344524731691008?ref_src=twsrc%5Etfw"
https://healthfeedback.org/claimreview/there-have-been-more-covid-19-deaths-than-abortions-worldwide-over-two-days-since-june-2020/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fthere-have-been-more-covid-19-deaths-than-abortions-worldwide-over-two-days-since-june-2020%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",18,0,,https://twitter.com/intent/tweet?text=The%20total%20number%20of%20COVID-19%20deaths%20thus%20far%20exceeds%20the%20number%20of%20abortions%20over%20two%20days%20worldwide&url=https://healthfeedback.org/claimreview/there-have-been-more-covid-19-deaths-than-abortions-worldwide-over-two-days-since-june-2020/&via=HealthFeedback
https://factcheck.afp.com/video-south-african-bikers-falsely-shared-footage-prayer-trumps-health,,https://www.facebook.com/AFPFactCheck/,19,1,"1311892190680014849,1312869001614315520","https://twitter.com/realDonaldTrump/status/1311892190680014849?s=20,https://twitter.com/cspan/status/1312869001614315520?ref_src=twsrc%5Etfw"
https://correctiv.org/faktencheck/2020/11/03/covid-19-nein-die-us-gesundheitsbehoerde-cdc-hat-nicht-die-oeffentlichkeit-ueber-die-rolle-von-aerosolen-getaeuscht/,,"https://www.facebook.com/correctiv.org,https://www.facebook.com/correctiv.org,https://www.facebook.com/stayhealthy2/videos/331066071302214,http://web.archive.org/web/20201029121839if_/https://www.facebook.com/stayhealthy2/videos/331066071302214,https://www.facebook.com/573330542767892/videos/331066071302214/,https://www.facebook.com/573330542767892/videos/331066071302214/,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fcorrectiv.org%2Ffaktencheck%2F2020%2F11%2F03%2Fcovid-19-nein-die-us-gesundheitsbehoerde-cdc-hat-nicht-die-oeffentlichkeit-ueber-die-rolle-von-aerosolen-getaeuscht%2F,https://www.facebook.com/correctiv.org",20,0,,https://twitter.com/intent/tweet?text=Covid-19%3A%20Nein%2C%20die%20US-Gesundheitsbeh%C3%B6rde%20CDC%20hat%20nicht%20die%20%C3%96ffentlichkeit%20%C3%BCber%20die%20Rolle%20von%20Aerosolen%20%E2%80%9Eget%C3%A4uscht%E2%80%9C&url=https%3A%2F%2Fcorrectiv.org%2Ffaktencheck%2F2020%2F11%2F03%2Fcovid-19-nein-die-us-gesundheitsbehoerde-cdc-hat-nicht-die-oeffentlichkeit-ueber-die-rolle-von-aerosolen-getaeuscht%2F
http://www.mythdetector.ge/en/myth/update-fatal-bear-attack-ascribed-coronavirus-deaths,532350943457822,"https://www.facebook.com/mythdetector/,https://www.facebook.com/permalink.php?id=532350943457822&story_fbid=5238901412802728",21,2,,
https://healthfeedback.org/claimreview/covid-19-vaccines-do-not-modify-the-human-genome-and-do-not-involve-hydrogels-hydrogels-are-not-internet-connecting-devices/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fcovid-19-vaccines-do-not-modify-the-human-genome-and-do-not-involve-hydrogels-hydrogels-are-not-internet-connecting-devices%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",22,0,,https://twitter.com/intent/tweet?text=COVID-19%20vaccines%20do%20not%20modify%20the%20human%20genome%20and%20do%20not%20involve%20hydrogels%3B%20hydrogels%20are%20not%20internet-connecting%20devices&url=https://healthfeedback.org/claimreview/covid-19-vaccines-do-not-modify-the-human-genome-and-do-not-involve-hydrogels-hydrogels-are-not-internet-connecting-devices/&via=HealthFeedback
https://correctiv.org/faktencheck/2020/09/07/nein-in-den-usa-sind-nicht-nur-sechs-prozent-der-corona-toten-an-covid-19-gestorben/,,"https://www.facebook.com/correctiv.org,https://www.facebook.com/correctiv.org,https://www.facebook.com/sharer/sharer.php?u=https%3A%2F%2Fcorrectiv.org%2Ffaktencheck%2F2020%2F09%2F07%2Fnein-in-den-usa-sind-nicht-nur-sechs-prozent-der-corona-toten-an-covid-19-gestorben%2F,https://www.facebook.com/correctiv.org",23,0,,https://twitter.com/intent/tweet?text=Nein%2C%20in%20den%20USA%20sind%20nicht%20nur%20sechs%20Prozent%20der%20Corona-Toten%20an%20Covid-19%20gestorben&url=https%3A%2F%2Fcorrectiv.org%2Ffaktencheck%2F2020%2F09%2F07%2Fnein-in-den-usa-sind-nicht-nur-sechs-prozent-der-corona-toten-an-covid-19-gestorben%2F
https://healthfeedback.org/claimreview/no-vaccine-contains-strains-of-both-the-flu-and-the-virus-that-causes-covid-19-covid-19-is-not-the-flu/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fno-vaccine-contains-strains-of-both-the-flu-and-the-virus-that-causes-covid-19-covid-19-is-not-the-flu%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",24,0,,https://twitter.com/intent/tweet?text=No%20vaccine%20contains%20strains%20of%20both%20the%20flu%20and%20the%20virus%20that%20causes%20COVID-19%3B%20COVID-19%20is%20not%20the%20flu&url=https://healthfeedback.org/claimreview/no-vaccine-contains-strains-of-both-the-flu-and-the-virus-that-causes-covid-19-covid-19-is-not-the-flu/&via=HealthFeedback
https://teyit.org/analiz-cdc-maske-takanlarin-yuzde-70inin-covide-yakandigini-soylemedi,,,25,0,,
https://healthfeedback.org/claimreview/wearing-face-masks-helps-reduce-the-spread-of-covid-19-but-it-only-confers-partial-protection-and-should-be-combined-with-additional-public-health-measures/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fwearing-face-masks-helps-reduce-the-spread-of-covid-19-but-it-only-confers-partial-protection-and-should-be-combined-with-additional-public-health-measures%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",26,1,1233725785283932160,"https://twitter.com/intent/tweet?text=Wearing%20face%20masks%20helps%20reduce%20the%20spread%20of%20COVID-19%2C%20but%20it%20only%20confers%20partial%20protection%20and%20should%20be%20combined%20with%20additional%20public%20health%20measures&url=https://healthfeedback.org/claimreview/wearing-face-masks-helps-reduce-the-spread-of-covid-19-but-it-only-confers-partial-protection-and-should-be-combined-with-additional-public-health-measures/&via=HealthFeedback,https://twitter.com/Surgeon_General/status/1233725785283932160"
https://healthfeedback.org/claimreview/false-claim-shared-by-president-trump-that-only-6-of-cdc-reported-deaths-are-from-covid-19-is-based-on-flawed-reasoning/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Ffalse-claim-shared-by-president-trump-that-only-6-of-cdc-reported-deaths-are-from-covid-19-is-based-on-flawed-reasoning%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",27,0,,https://twitter.com/intent/tweet?text=False%20claim%20shared%20by%20President%20Trump%20that%20only%206%25%20of%20CDC-reported%20deaths%20are%20from%20COVID-19%20is%20based%20on%20flawed%20reasoning&url=https://healthfeedback.org/claimreview/false-claim-shared-by-president-trump-that-only-6-of-cdc-reported-deaths-are-from-covid-19-is-based-on-flawed-reasoning/&via=HealthFeedback
https://vistinomer.mk/ne-e-tochno-deka-si-ovca-ako-nosish-maska/,,"https://www.facebook.com/hashtag/%D0%BD%D0%B0%D1%80%D0%BE%D0%B4?__eep__=6&__cft__[0]=AZUIb_n0Rr-R9VaoPSnKbFoLS-gMPDmRbtetZGe7XARsr8GZ617VzhHNFxW9qBch_Upwp8ObKnh59leiFtIKPCqwqEFa8xOciGhAJ-C4Lqq0BOfwbxXxT7PfZHaucwkpqmWg0x8fb0AYS-t9J-bSCVVh&__tn__=*NK-R,https://www.facebook.com/hashtag/%D0%B2%D0%B0%D1%88%D0%B8%D0%BD%D0%B3%D1%82%D0%BE%D0%BD?__eep__=6&__cft__[0]=AZUIb_n0Rr-R9VaoPSnKbFoLS-gMPDmRbtetZGe7XARsr8GZ617VzhHNFxW9qBch_Upwp8ObKnh59leiFtIKPCqwqEFa8xOciGhAJ-C4Lqq0BOfwbxXxT7PfZHaucwkpqmWg0x8fb0AYS-t9J-bSCVVh&__tn__=*NK-R,https://www.facebook.com/search/top?q=%23НосиМаска%20%23ЗаштитиСе%20%23ПомогниНи,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fvistinomer.mk%2Fne-e-tochno-deka-si-ovca-ako-nosish-maska%2F,https://www.facebook.com/vistinomer",28,0,,
https://factcheck.afp.com/days-presidential-election-candidates-misleading-claims-endure,,"https://www.facebook.com/watch/?v=341139303855140,https://www.facebook.com/AFPFactCheck/",29,1,1309511675247116288,https://twitter.com/larry_levitt/status/1309511675247116288
https://factcheck.afp.com/bacterial-pneumonia-complication-influenza-not-linked-mask-wearing,,https://www.facebook.com/AFPFactCheck/,30,0,,
https://voxukraine.org/uk/bezdokazovo-tramp-pidpisav-obvinuvachennya-fauchi-v-derzhavnij-zradi/,"3611266602219425,655481355057835,3611266602219425","https://www.facebook.com/VoxUkraine.Ukranian/,https://www.facebook.com/alexandra.suslov/posts/3611266602219425,https://www.facebook.com/612099006062737/posts/655481355057835,https://www.facebook.com/alexandra.suslov/posts/3611266602219425,https://www.facebook.com/VoxUkraine.Ukranian/,https://facebook.com/VoxUkraine.Ukranian/",31,2,,
https://factcheck.afp.com/trump-retweets-false-claim-cdc-cut-covid-19-death-toll-94-percent,,https://www.facebook.com/AFPFactCheck/,32,1,1299791452105474057,https://twitter.com/littllemel/status/1299791452105474057
https://healthfeedback.org/claimreview/masks-are-effective-at-reducing-covid-19-primary-transmission-through-respiratory-droplets-the-cdc-acknowledges-airborne-transmission-via-aerosols-can-also-occur/,,"https://facebook.com/HealthFeedback/,https://www.facebook.com/sharer.php?u=https%3A%2F%2Fhealthfeedback.org%2Fclaimreview%2Fmasks-are-effective-at-reducing-covid-19-primary-transmission-through-respiratory-droplets-the-cdc-acknowledges-airborne-transmission-via-aerosols-can-also-occur%2F,https://facebook.com/HealthFeedback/,https://www.facebook.com/HealthFeedback/",33,0,,https://twitter.com/intent/tweet?text=Masks%20are%20effective%20at%20reducing%20COVID-19%20primary%20transmission%20through%20respiratory%20droplets%3B%20the%20CDC%20acknowledges%20airborne%20transmission%20via%20aerosols%20can%20also%20occur&url=https://healthfeedback.org/claimreview/masks-are-effective-at-reducing-covid-19-primary-transmission-through-respiratory-droplets-the-cdc-acknowledges-airborne-transmission-via-aerosols-can-also-occur/&via=HealthFeedback
https://www.politifact.com/factchecks/2020/dec/29/facebook-posts/cornell-virologist-did-not-say-covid-19-was-hoax/,,"https://www.facebook.com/politifact/,https://www.facebook.com/help/1952307158131536?helpref=related,https://www.facebook.com/politifact/,https://www.facebook.com/sharer/sharer.php?app_id=454308342057334&sdk=joey&u=https://www.politifact.com/factchecks/2020/dec/29/facebook-posts/cornell-virologist-did-not-say-covid-19-was-hoax/&display=popup&ref=plugin&src=share_button",34,0,,"https://twitter.com/Politifact/,https://twitter.com/Politifact/"
https://factuel.afp.com/trump-partage-un-tweet-affirmant-que-seuls-6-des-deces-attribues-au-covid-aux-usa-sont-dus-au-virus,,https://www.facebook.com/afpfactuel/,35,1,1299791452105474057,"https://twitter.com/littllemel/status/1299791452105474057,https://twitter.com/messages/compose?recipient_id=932615724614471680&ref_src=twsrc%5Etfw"
