,screen_name,en_astroturf,en_fake_follower,en_financial,en_other,en_overall,en_self_declared,en_spammer,astroturf,fake_follower,financial,other,overall,self_declared,spammer,en_cap,universal_cap
20,@DanyalGilani,0.2,0.27,0.04,0.52,0.26,0.14,0.02,0.14,0.11,0.01,0.37,0.35,0.02,0.0,0.7546218700467833,0.7982287282125168
21,@atiku,0.1,0.14,0.01,0.47,0.47,0.04,0.02,0.1,0.07,0.01,0.5,0.5,0.1,0.0,0.7969641686241824,0.8053787930995948
22,@cog_ink,0.18,0.01,0.0,0.13,0.02,0.0,0.01,0.15,0.01,0.0,0.1,0.07,0.0,0.01,0.2520419704315795,0.40673978557586005
23,@yawerajaz4,0.02,0.18,0.04,0.09,0.17,0.0,0.03,0.02,0.17,0.02,0.3,0.14,0.0,0.01,0.6414184221423734,0.5982419966968565
24,@Ahmadinejad1956,0.13,0.18,0.01,0.61,0.32,0.39,0.06,0.05,0.12,0.0,0.39,0.23,0.41,0.05,0.7826357858330618,0.7437205366967014
25,@NickHintonn,0.05,0.17,0.0,0.44,0.14,0.39,0.01,0.06,0.17,0.02,0.63,0.3,0.37,0.04,0.5778862084370772,0.7865642668428161
26,@diputacionMLG,0.07,0.09,0.0,0.8,0.8,0.06,0.0,0.06,0.12,0.0,0.49,0.29,0.02,0.0,0.812935016236137,0.7828265255249504
27,@naochashu,0.08,0.4,0.05,0.88,0.88,0.19,0.03,0.06,0.27,0.01,0.58,0.32,0.0,0.03,0.8524047631581662,0.792436790569533
28,@Guineematin,0.03,0.09,0.0,0.86,0.86,0.3,0.0,0.05,0.07,0.01,0.82,0.82,0.36,0.02,0.8395863545645614,0.8252572897541253
29,@PoliceRajasthan,0.23,0.16,0.12,0.54,0.28,0.08,0.03,0.08,0.12,0.02,0.42,0.29,0.02,0.0,0.7668769621923945,0.7828265255249504
30,@aulakh33468,0.25,0.43,0.0,0.53,0.35,0.06,0.14,0.2,0.25,0.0,0.38,0.3,0.01,0.08,0.7892294694438972,0.7865642668428161
31,@onyxlorenzoni,0.26,0.06,0.01,0.44,0.31,0.07,0.01,0.08,0.04,0.0,0.19,0.19,0.0,0.0,0.779581525363529,0.6945161422354588
32,@PresidenciaCuba,0.14,0.15,0.0,0.63,0.3,0.01,0.03,0.07,0.15,0.0,0.69,0.28,0.0,0.02,0.7759887465100499,0.7784494983408411
33,@rtp_bolivia,0.09,0.23,0.01,0.86,0.86,0.28,0.04,0.1,0.15,0.01,0.73,0.73,0.23,0.07,0.8395863545645614,0.8082278383974655
34,@DeshGujarat,0.02,0.19,0.01,0.67,0.67,0.06,0.03,0.05,0.14,0.06,0.68,0.68,0.1,0.02,0.7968624754031172,0.8057684213303521
35,@IndraniRay,0.1,0.02,0.0,0.09,0.0,0.0,0.0,0.04,0.01,0.0,0.05,0.06,0.0,0.0,0.0,0.37678996390568303
36,@Ultramaniatics_,0.15,0.18,0.01,0.81,0.81,0.57,0.06,0.24,0.14,0.0,0.73,0.73,0.47,0.01,0.816204310368583,0.8082278383974655
37,@RadioStydoba,0.01,0.2,0.01,0.92,0.92,0.31,0.0,0.01,0.15,0.01,0.69,0.26,0.16,0.03,0.8829632678129363,0.7674214324358889
38,@VirusesImmunity,0.4,0.06,0.0,0.26,0.16,0.05,0.0,0.25,0.06,0.0,0.29,0.34,0.05,0.0,0.621687023966582,0.7966241294741505
39,@pseudo_sapiens,0.15,0.03,0.0,0.25,0.34,0.0,0.0,0.1,0.02,0.0,0.09,0.12,0.0,0.0,0.7874002196908744,0.5488888157824968
40,@vfeltri,0.1,0.07,0.0,0.56,0.33,0.15,0.01,0.17,0.06,0.0,0.56,0.32,0.04,0.02,0.7852210697594887,0.792436790569533
41,@Albertadoctors,0.18,0.03,0.01,0.47,0.48,0.02,0.0,0.08,0.02,0.01,0.32,0.49,0.0,0.0,0.7970609972920484,0.8053250497193561
42,@Naismtz7,0.13,0.19,0.01,0.37,0.15,0.02,0.01,0.09,0.03,0.0,0.05,0.0,0.0,0.0,0.6004883262510591,0.0
43,@SrSameer_,0.02,0.29,0.02,0.46,0.37,0.03,0.27,0.02,0.21,0.02,0.35,0.28,0.07,0.22,0.7920317685697057,0.7784494983408411
44,@MEAIndia,0.07,0.04,0.02,0.51,0.43,0.01,0.0,0.1,0.02,0.0,0.5,0.39,0.0,0.0,0.7961080923981387,0.8023863559365568
45,@eNCA,0.15,0.2,0.0,0.73,0.73,0.25,0.0,0.12,0.22,0.02,0.79,0.79,0.22,0.01,0.7998362042473794,0.8169336709169681
46,@s_assbague,0.02,0.08,0.0,0.45,0.4,0.02,0.01,0.03,0.02,0.0,0.28,0.14,0.0,0.0,0.7946723107742963,0.5982419966968565
47,@caijinglengyan,0.11,0.3,0.04,0.9,0.9,0.26,0.03,0.07,0.23,0.01,0.59,0.37,0.03,0.07,0.8670116134145492,0.8006881983123656
48,@unicefchief,0.13,0.06,0.02,0.47,0.47,0.02,0.03,0.09,0.05,0.0,0.23,0.56,0.04,0.0,0.7969641686241824,0.8053747654061287
49,@HaddadDebochado,0.14,0.02,0.0,0.7,0.7,0.0,0.0,0.12,0.01,0.0,0.36,0.15,0.01,0.0,0.797782173166965,0.6207049850511144
50,@TODAYshow,0.27,0.27,0.01,0.75,0.75,0.38,0.03,0.26,0.24,0.0,0.58,0.58,0.27,0.04,0.8021481695167405,0.8053085767533751
51,@DiazCanelB,0.07,0.24,0.0,0.62,0.3,0.15,0.0,0.08,0.1,0.02,0.42,0.3,0.14,0.01,0.7759887465100499,0.7865642668428161
52,@murtazawahab1,0.1,0.02,0.0,0.41,0.19,0.0,0.0,0.05,0.01,0.0,0.24,0.16,0.0,0.0,0.6763619064808265,0.6415870166679795
53,@RCamachoVzla,0.1,0.02,0.0,0.48,0.36,0.01,0.0,0.07,0.0,0.0,0.18,0.25,0.0,0.0,0.7907586934369296,0.760577756485164
54,@gelecekegitimde,0.02,0.27,0.01,0.77,0.77,0.04,0.09,0.03,0.14,0.01,0.65,0.34,0.05,0.03,0.8054784364249085,0.7966241294741505
55,@AAI_Official,0.12,0.11,0.0,0.53,0.31,0.01,0.02,0.06,0.09,0.0,0.56,0.23,0.01,0.05,0.779581525363529,0.7437205366967014
56,@moayush,0.03,0.04,0.0,0.54,0.3,0.01,0.0,0.06,0.05,0.0,0.37,0.41,0.0,0.0,0.7759887465100499,0.8035432096295109
57,@chintskap,0.04,0.03,0.0,0.26,0.09,0.02,0.0,0.07,0.04,0.0,0.37,0.32,0.0,0.0,0.4479465575931997,0.792436790569533
58,@mazzamazzarello,0.22,0.17,0.01,0.64,0.3,0.01,0.01,0.22,0.11,0.02,0.53,0.27,0.0,0.0,0.7759887465100499,0.7733457112766196
59,@JackMa,0.13,0.33,0.0,0.61,0.61,0.36,0.13,0.15,0.16,0.01,0.43,0.31,0.31,0.15,0.7966668301280437,0.7897432630001835
60,@onucolombia,0.11,0.07,0.0,0.57,0.41,0.05,0.0,0.09,0.03,0.0,0.22,0.51,0.0,0.0,0.7952555385005927,0.8054123562973726
61,@AEWonTNT,0.07,0.05,0.0,0.34,0.19,0.03,0.0,0.1,0.01,0.0,0.45,0.35,0.02,0.0,0.6763619064808265,0.7982287282125168
62,@SEMicrobiologia,0.24,0.16,0.01,0.6,0.6,0.03,0.02,0.18,0.07,0.01,0.49,0.49,0.05,0.0,0.7967247202742335,0.8053250497193561
63,@KellyannePolls,0.25,0.01,0.01,0.2,0.14,0.01,0.0,0.13,0.02,0.0,0.26,0.25,0.01,0.0,0.5778862084370772,0.760577756485164
64,@bbcworldservice,0.12,0.19,0.01,0.57,0.42,0.06,0.02,0.12,0.15,0.02,0.69,0.69,0.02,0.02,0.795728227940139,0.8060512678410475
65,@ChiefNGB,0.18,0.0,0.0,0.35,0.43,0.01,0.0,0.11,0.04,0.0,0.25,0.67,0.01,0.0,0.7961080923981387,0.8055586579935085
66,@guatemala_dgac,0.03,0.14,0.0,0.68,0.68,0.04,0.0,0.02,0.04,0.0,0.57,0.3,0.01,0.02,0.797075908158591,0.7865642668428161
67,@hollyhaygood,0.38,0.17,0.0,0.26,0.12,0.09,0.01,0.49,0.29,0.0,0.49,0.16,0.1,0.01,0.5288664776112156,0.6415870166679795
68,@ndrew_lawrence,0.16,0.06,0.0,0.13,0.03,0.01,0.0,0.17,0.03,0.0,0.13,0.08,0.01,0.0,0.2787259978325127,0.43650814830094437
69,@RobertKennedyJr,0.07,0.15,0.0,0.49,0.39,0.03,0.01,0.1,0.05,0.01,0.6,0.36,0.02,0.0,0.7939576449836836,0.799570188835745
70,@diaspora_turk,0.03,0.15,0.0,0.55,0.36,0.29,0.02,0.03,0.07,0.03,0.65,0.3,0.14,0.02,0.7907586934369296,0.7865642668428161
71,@simonshen_glos,0.02,0.33,0.02,0.85,0.94,0.94,0.03,0.06,0.18,0.01,0.93,0.94,0.94,0.03,0.8995513244218455,0.8963872382550993
72,@MartePiantini,0.26,0.09,0.0,0.6,0.25,0.0,0.0,0.21,0.05,0.0,0.33,0.28,0.0,0.0,0.7470839770895665,0.7784494983408411
73,@anadebande,0.2,0.04,0.03,0.58,0.39,0.0,0.0,0.13,0.02,0.01,0.13,0.31,0.0,0.0,0.7939576449836836,0.7897432630001835
74,@AdvRumal,0.02,0.87,0.11,0.71,0.87,0.23,0.58,0.03,0.91,0.05,0.51,0.91,0.17,0.47,0.8457543526336647,0.8733944954488508
75,@inquirerdotnet,0.16,0.19,0.02,0.68,0.68,0.05,0.02,0.14,0.25,0.03,0.65,0.65,0.07,0.0,0.797075908158591,0.8053088638387352
76,@LulaOficial,0.24,0.11,0.0,0.35,0.35,0.0,0.0,0.11,0.03,0.0,0.17,0.33,0.0,0.0,0.7892294694438972,0.7947108099739177
77,@kavita_krishnan,0.34,0.06,0.01,0.26,0.33,0.01,0.0,0.27,0.14,0.0,0.28,0.26,0.0,0.0,0.7852210697594887,0.7674214324358889
78,@r_doble,0.04,0.15,0.01,0.34,0.23,0.0,0.0,0.07,0.01,0.0,0.09,0.04,0.0,0.0,0.7287106185584935,0.31739450135566455
79,@samirasawlani,0.32,0.13,0.0,0.21,0.09,0.0,0.0,0.18,0.13,0.0,0.27,0.15,0.01,0.0,0.4479465575931997,0.6207049850511144
80,@MANOJMEENARAJ,0.34,0.43,0.03,0.68,0.68,0.0,0.1,0.48,0.5,0.0,0.49,0.32,0.01,0.03,0.797075908158591,0.792436790569533
81,@nerd_hawk,0.23,0.09,0.0,0.43,0.21,0.0,0.01,0.34,0.03,0.0,0.22,0.15,0.0,0.01,0.7053377817049258,0.6207049850511144
82,@marinomillan,0.21,0.11,0.02,0.62,0.22,0.0,0.0,0.15,0.03,0.0,0.29,0.15,0.0,0.0,0.7176911080698488,0.6207049850511144
83,@sanghaviharsh,0.17,0.0,0.0,0.4,0.25,0.0,0.0,0.12,0.09,0.0,0.37,0.22,0.0,0.0,0.7470839770895665,0.7334998320027682
84,@fahrettinaltun,0.17,0.12,0.03,0.68,0.68,0.0,0.01,0.07,0.03,0.01,0.56,0.39,0.05,0.03,0.797075908158591,0.8023863559365568
85,@elsemblante,0.45,0.24,0.0,0.63,0.63,0.01,0.0,0.38,0.19,0.0,0.31,0.21,0.0,0.0,0.7965971518887632,0.7219510972984345
86,@Barabankipolice,0.27,0.15,0.01,0.65,0.65,0.11,0.0,0.19,0.12,0.0,0.59,0.23,0.04,0.01,0.7966368747455678,0.7437205366967014
87,@interiorgob,0.28,0.05,0.14,0.63,0.34,0.0,0.0,0.12,0.03,0.01,0.28,0.35,0.0,0.0,0.7874002196908744,0.7982287282125168
88,@LassoGuillermo,0.15,0.06,0.0,0.64,0.64,0.02,0.0,0.07,0.04,0.0,0.41,0.41,0.0,0.0,0.796599114745521,0.8035432096295109
89,@AmiesOutTheBox,0.05,0.1,0.01,0.03,0.04,0.03,0.05,0.05,0.11,0.03,0.14,0.16,0.0,0.06,0.30618807248975083,0.6415870166679795
90,@worqas,0.22,0.05,0.0,0.12,0.13,0.03,0.02,0.22,0.09,0.0,0.16,0.21,0.01,0.01,0.5539725719744064,0.7219510972984345
91,@reaerosadesigns,0.0,0.56,0.05,0.8,0.81,0.81,0.55,0.0,0.45,0.03,0.79,0.9,0.9,0.51,0.816204310368583,0.8662905376040458
92,@factnameh,0.03,0.13,0.02,0.66,0.66,0.05,0.02,0.06,0.06,0.0,0.52,0.41,0.04,0.01,0.7967206940193189,0.8035432096295109
93,@MinofHealthUG,0.12,0.11,0.0,0.64,0.36,0.02,0.0,0.15,0.05,0.01,0.52,0.42,0.03,0.0,0.7907586934369296,0.8039704121290502
94,@mathewmantony,0.31,0.12,0.04,0.48,0.38,0.0,0.0,0.36,0.1,0.03,0.39,0.38,0.0,0.0,0.793087009461318,0.801617083559931
95,@napostoloska,0.06,0.1,0.14,0.74,0.74,0.01,0.02,0.1,0.02,0.04,0.44,0.14,0.0,0.0,0.8008799175144752,0.5982419966968565
96,@NishaPurushoth2,0.34,0.14,0.0,0.32,0.22,0.01,0.0,0.32,0.2,0.0,0.17,0.37,0.01,0.0,0.7176911080698488,0.8006881983123656
97,@AbediniElham,0.17,0.16,0.0,0.71,0.71,0.02,0.01,0.12,0.23,0.01,0.48,0.27,0.01,0.01,0.7983123643488195,0.7733457112766196
98,@jaarreaza,0.48,0.17,0.0,0.47,0.42,0.0,0.01,0.38,0.24,0.0,0.44,0.39,0.0,0.01,0.795728227940139,0.8023863559365568
99,@bbcpersian,0.08,0.28,0.01,0.84,0.84,0.34,0.01,0.1,0.17,0.0,0.82,0.82,0.35,0.03,0.8287549877594508,0.8252572897541253
100,@yovelezarcelay,0.07,0.05,0.0,0.38,0.23,0.0,0.0,0.07,0.0,0.0,0.18,0.36,0.0,0.0,0.7287106185584935,0.799570188835745
101,@cyngarciaradio,0.36,0.04,0.0,0.71,0.71,0.01,0.0,0.16,0.07,0.0,0.33,0.47,0.0,0.01,0.7983123643488195,0.8051418496928587
102,@AzamJamil53,0.12,0.1,0.01,0.52,0.24,0.22,0.0,0.09,0.22,0.01,0.65,0.2,0.19,0.01,0.7384783166429812,0.7089830786080018
103,@CNBC,0.04,0.0,0.0,0.55,0.44,0.0,0.0,0.02,0.01,0.0,0.45,0.47,0.0,0.01,0.7964100716330078,0.8051418496928587
104,@MumbaiPolice,0.14,0.17,0.01,0.57,0.34,0.41,0.03,0.09,0.13,0.05,0.72,0.72,0.45,0.01,0.7874002196908744,0.8074910771589409
105,@GobdeSantander,0.03,0.07,0.0,0.66,0.66,0.01,0.0,0.04,0.02,0.0,0.4,0.3,0.0,0.0,0.7967206940193189,0.7865642668428161
106,@SindhCMHouse,0.12,0.18,0.02,0.87,0.87,0.73,0.07,0.06,0.14,0.03,0.88,0.88,0.71,0.03,0.8457543526336647,0.8532920387559139
107,@ajaykum61068972,0.69,0.5,0.05,0.66,0.69,0.01,0.0,0.84,0.57,0.02,0.6,0.84,0.03,0.04,0.7973765977480777,0.8327856038833207
108,@rammadhav_rss,0.1,0.05,0.01,0.28,0.26,0.01,0.0,0.1,0.08,0.0,0.15,0.46,0.01,0.0,0.7546218700467833,0.8050029368890766
109,@MSAalamOfficial,0.17,0.11,0.03,0.39,0.27,0.0,0.01,0.13,0.17,0.02,0.34,0.19,0.0,0.0,0.7611878625273879,0.6945161422354588
110,@Lenin,0.06,0.01,0.0,0.43,0.32,0.03,0.0,0.03,0.0,0.0,0.21,0.53,0.0,0.0,0.7826357858330618,0.8054309326193666
111,@ignaciopereira,0.02,0.11,0.0,0.47,0.16,0.04,0.01,0.01,0.03,0.0,0.13,0.24,0.01,0.0,0.621687023966582,0.7527121552274618
112,@pbhushan1,0.15,0.15,0.01,0.24,0.28,0.0,0.0,0.12,0.19,0.03,0.43,0.3,0.01,0.0,0.7668769621923945,0.7865642668428161
113,@XRebellionUK,0.51,0.08,0.0,0.29,0.32,0.01,0.0,0.34,0.07,0.0,0.17,0.33,0.01,0.0,0.7826357858330618,0.7947108099739177
114,@gilcutrim,0.05,0.42,0.01,0.85,0.85,0.56,0.21,0.08,0.35,0.01,0.8,0.8,0.67,0.08,0.8339181685112829,0.8193478253485871
115,@hgsdhaliwalips,0.13,0.14,0.0,0.21,0.13,0.01,0.0,0.09,0.1,0.0,0.33,0.5,0.02,0.08,0.5539725719744064,0.8053787930995948
116,@J_Rodrigues_Off,0.12,0.05,0.0,0.39,0.29,0.0,0.03,0.14,0.02,0.0,0.11,0.68,0.0,0.0,0.7717813288270262,0.8057684213303521
117,@NicolasMaduro,0.16,0.09,0.0,0.66,0.66,0.01,0.01,0.08,0.05,0.01,0.45,0.23,0.0,0.01,0.7967206940193189,0.7437205366967014
118,@UNDPGhana,0.12,0.01,0.0,0.47,0.45,0.01,0.0,0.09,0.01,0.0,0.37,0.4,0.0,0.0,0.7966467093695401,0.8030212452554465
119,@LaRazonCo,0.14,0.15,0.0,0.86,0.86,0.35,0.01,0.05,0.17,0.0,0.83,0.83,0.47,0.04,0.8395863545645614,0.8288069415530707
120,@ICMRDELHI,0.18,0.11,0.08,0.49,0.27,0.06,0.03,0.16,0.05,0.03,0.41,0.35,0.01,0.0,0.7611878625273879,0.7982287282125168
121,@ONUMX,0.11,0.13,0.0,0.66,0.66,0.03,0.0,0.07,0.12,0.0,0.57,0.43,0.0,0.0,0.7967206940193189,0.8043181589918191
122,@a_meluzzi,0.57,0.56,0.07,0.69,0.69,0.07,0.06,0.5,0.6,0.1,0.56,0.6,0.01,0.02,0.7973765977480777,0.8052444082217497
123,@danieloran,0.16,0.03,0.0,0.2,0.15,0.01,0.01,0.12,0.04,0.0,0.11,0.08,0.0,0.01,0.6004883262510591,0.43650814830094437
124,@BGOnTheScene,0.23,0.12,0.02,0.55,0.31,0.01,0.0,0.17,0.08,0.0,0.4,0.34,0.01,0.0,0.779581525363529,0.7966241294741505
125,@NinjaAhswarrior,0.19,0.17,0.02,0.41,0.2,0.07,0.01,0.15,0.11,0.03,0.39,0.25,0.14,0.04,0.6915799517497913,0.760577756485164
126,@MAguilarHurtado,0.21,0.03,0.01,0.67,0.67,0.01,0.0,0.09,0.02,0.0,0.33,0.54,0.0,0.0,0.7968624754031172,0.8054210927612583
127,@aytocalahorra,0.1,0.4,0.0,0.69,0.69,0.16,0.09,0.05,0.4,0.0,0.68,0.68,0.26,0.03,0.7973765977480777,0.8057684213303521
128,@PradeepDwivedi,0.28,0.0,0.0,0.24,0.13,0.01,0.0,0.19,0.01,0.0,0.15,0.12,0.0,0.0,0.5539725719744064,0.5488888157824968
129,@CRTV_web,0.18,0.3,0.0,0.82,0.82,0.28,0.03,0.13,0.37,0.0,0.89,0.89,0.46,0.02,0.8199148539199458,0.859576255252869
130,@Jansatta,0.07,0.27,0.02,0.87,0.87,0.38,0.03,0.02,0.12,0.0,0.86,0.86,0.5,0.03,0.8457543526336647,0.8421031637823202
131,@ELTIEMPO,0.26,0.28,0.01,0.75,0.75,0.17,0.03,0.24,0.24,0.02,0.62,0.62,0.12,0.03,0.8021481695167405,0.8052109974132647
132,@TomBossert,0.08,0.04,0.0,0.15,0.26,0.0,0.01,0.1,0.01,0.0,0.06,0.47,0.0,0.0,0.7546218700467833,0.8051418496928587
133,@mansukhmandviya,0.12,0.02,0.01,0.49,0.31,0.0,0.0,0.04,0.0,0.0,0.35,0.31,0.0,0.0,0.779581525363529,0.7897432630001835
134,@Raqueljoaira,0.24,0.22,0.01,0.52,0.22,0.02,0.01,0.17,0.2,0.0,0.34,0.19,0.01,0.01,0.7176911080698488,0.6945161422354588
135,@iamsagarkapasi,0.02,0.08,0.03,0.07,0.12,0.0,0.04,0.03,0.06,0.03,0.19,0.14,0.0,0.06,0.5288664776112156,0.5982419966968565
136,@Ahsan37491404,0.08,0.73,0.07,0.56,0.73,0.47,0.32,0.02,0.84,0.06,0.55,0.84,0.32,0.38,0.7998362042473794,0.8327856038833207
137,@AlmeidaPP_,0.15,0.03,0.0,0.39,0.33,0.01,0.02,0.1,0.01,0.0,0.18,0.31,0.0,0.0,0.7852210697594887,0.7897432630001835
138,@jimmykimmel,0.05,0.02,0.0,0.19,0.04,0.01,0.01,0.04,0.05,0.0,0.11,0.21,0.0,0.01,0.30618807248975083,0.7219510972984345
139,@tomvangrieken,0.1,0.03,0.0,0.43,0.25,0.0,0.01,0.08,0.0,0.0,0.22,0.33,0.0,0.0,0.7470839770895665,0.7947108099739177
140,@KhanMehrunnissa,0.04,0.45,0.1,0.58,0.58,0.34,0.28,0.04,0.22,0.01,0.44,0.21,0.36,0.06,0.7968599400514179,0.7219510972984345
141,@aditya_xing,0.05,0.26,0.01,0.33,0.2,0.12,0.07,0.1,0.19,0.02,0.31,0.18,0.12,0.06,0.6915799517497913,0.6784864269642225
142,@Tuko_co_ke,0.31,0.43,0.0,0.82,0.82,0.31,0.03,0.3,0.51,0.02,0.91,0.91,0.41,0.0,0.8199148539199458,0.8733944954488508
143,@ayodhya_police,0.28,0.2,0.0,0.7,0.7,0.05,0.02,0.21,0.1,0.0,0.65,0.2,0.01,0.01,0.797782173166965,0.7089830786080018
144,@MGChandra10,0.06,0.81,0.08,0.7,0.81,0.63,0.48,0.09,0.87,0.1,0.76,0.87,0.74,0.42,0.816204310368583,0.8474634546636374
145,@ChinaEmbEsp,0.16,0.33,0.0,0.79,0.79,0.1,0.01,0.13,0.2,0.01,0.53,0.53,0.19,0.01,0.8100783815308749,0.8054309326193666
146,@RebeccaKadagaUG,0.05,0.3,0.0,0.74,0.74,0.04,0.02,0.08,0.12,0.0,0.65,0.32,0.16,0.06,0.8008799175144752,0.792436790569533
147,@FMHDSD,0.04,0.08,0.0,0.47,0.24,0.03,0.01,0.08,0.07,0.01,0.54,0.44,0.02,0.0,0.7384783166429812,0.8045992970534486
148,@jodicel,0.13,0.01,0.0,0.05,0.06,0.0,0.01,0.16,0.0,0.0,0.05,0.03,0.0,0.0,0.36264564124632276,0.28846389695411967
149,@VAMOSAVERorg,0.06,0.39,0.02,0.7,0.7,0.16,0.24,0.14,0.3,0.01,0.46,0.37,0.13,0.17,0.797782173166965,0.8006881983123656
150,@emma_a_jimenez,0.1,0.03,0.05,0.29,0.05,0.0,0.01,0.11,0.03,0.0,0.18,0.07,0.0,0.01,0.3342309004634953,0.40673978557586005
151,@ashokgehlot51,0.03,0.21,0.0,0.5,0.29,0.1,0.03,0.06,0.14,0.02,0.72,0.72,0.1,0.0,0.7717813288270262,0.8074910771589409
152,@NicoleB_MD,0.56,0.18,0.0,0.25,0.16,0.0,0.0,0.49,0.15,0.0,0.26,0.33,0.0,0.01,0.621687023966582,0.7947108099739177
153,@pppjain,0.18,0.09,0.0,0.24,0.1,0.0,0.0,0.11,0.01,0.0,0.25,0.16,0.0,0.02,0.4756769663222349,0.6415870166679795
154,@PUCE_Ecuador,0.26,0.48,0.01,0.76,0.76,0.39,0.03,0.28,0.37,0.01,0.6,0.6,0.53,0.04,0.8036706514015852,0.8052444082217497
155,@DavidColtart,0.3,0.06,0.04,0.31,0.24,0.01,0.0,0.34,0.03,0.01,0.39,0.31,0.0,0.01,0.7384783166429812,0.7897432630001835
156,@PoliciaLocalSFH,0.09,0.15,0.0,0.88,0.88,0.27,0.03,0.09,0.07,0.0,0.56,0.29,0.19,0.01,0.8524047631581662,0.7828265255249504
157,@sicsuper,0.14,0.29,0.02,0.91,0.91,0.42,0.03,0.06,0.16,0.04,0.75,0.75,0.46,0.04,0.8748575042966269,0.8102129289660348
158,@Chequeado,0.04,0.17,0.0,0.95,0.95,0.37,0.03,0.0,0.12,0.0,0.82,0.82,0.6,0.05,0.9077975241648624,0.8252572897541253
159,@apcvalladolid,0.06,0.15,0.01,0.88,0.88,0.44,0.02,0.07,0.08,0.0,0.66,0.66,0.43,0.02,0.8524047631581662,0.8054092120440788
160,@moyavila,0.32,0.12,0.0,0.52,0.35,0.0,0.0,0.29,0.17,0.0,0.18,0.36,0.0,0.01,0.7892294694438972,0.799570188835745
161,@LExpressMG,0.03,0.28,0.01,0.87,0.87,0.78,0.13,0.09,0.2,0.04,0.95,0.95,0.82,0.17,0.8457543526336647,0.904303821618659
162,@rohanrgupta,0.29,0.11,0.0,0.57,0.31,0.12,0.03,0.21,0.14,0.01,0.68,0.31,0.1,0.02,0.779581525363529,0.7897432630001835
