,screen_name,en_astroturf,en_fake_follower,en_financial,en_other,en_overall,en_self_declared,en_spammer,astroturf,fake_follower,financial,other,overall,self_declared,spammer,en_cap,universal_cap
14,@DoctorLFC,0.08,0.0,0.0,0.03,0.03,0.0,0.02,0.08,0.01,0.0,0.11,0.12,0.0,0.0,0.2787259978325127,0.5488888157824968
15,@AjayLalluINC,0.12,0.1,0.0,0.52,0.19,0.02,0.01,0.07,0.01,0.0,0.2,0.25,0.0,0.0,0.6763619064808265,0.760577756485164
16,@ashishkjha,0.22,0.03,0.0,0.28,0.56,0.0,0.0,0.22,0.01,0.0,0.12,0.3,0.0,0.0,0.7969945574902298,0.7865642668428161
17,@gilcutrim,0.05,0.42,0.01,0.9,0.9,0.5,0.13,0.09,0.33,0.03,0.81,0.81,0.63,0.11,0.8670116134145492,0.82211302959919
18,@minsaude,0.09,0.15,0.0,0.69,0.69,0.21,0.02,0.09,0.14,0.04,0.74,0.74,0.2,0.02,0.7973765977480777,0.8091273704655436
19,@SpokespersonMoD,0.18,0.14,0.01,0.67,0.67,0.02,0.01,0.14,0.11,0.0,0.49,0.44,0.01,0.03,0.7968624754031172,0.8045992970534486
20,@UB_Magazine,0.03,0.3,0.02,0.49,0.44,0.17,0.13,0.08,0.25,0.01,0.51,0.34,0.12,0.08,0.7964100716330078,0.7966241294741505
21,@CsZaragoza_,0.23,0.09,0.0,0.65,0.65,0.02,0.0,0.09,0.09,0.0,0.47,0.29,0.0,0.01,0.7966368747455678,0.7828265255249504
22,@WHNSC45,0.09,0.08,0.0,0.49,0.49,0.13,0.01,0.13,0.13,0.0,0.32,0.5,0.09,0.01,0.7971250161607958,0.8053787930995948
23,@AndrewALover,0.26,0.11,0.0,0.13,0.09,0.01,0.0,0.16,0.11,0.01,0.08,0.09,0.0,0.01,0.4479465575931997,0.4658392474232361
24,@shwetsuman1991,0.03,0.17,0.08,0.31,0.22,0.0,0.08,0.05,0.12,0.02,0.06,0.15,0.0,0.04,0.7176911080698488,0.6207049850511144
25,@GrimoldiPaolo,0.1,0.07,0.01,0.5,0.37,0.0,0.0,0.05,0.03,0.0,0.12,0.22,0.0,0.0,0.7920317685697057,0.7334998320027682
26,@CharlieFlanagan,0.08,0.01,0.0,0.28,0.3,0.0,0.0,0.07,0.03,0.0,0.11,0.38,0.01,0.0,0.7759887465100499,0.801617083559931
27,@diprassam,0.08,0.17,0.0,0.63,0.22,0.04,0.0,0.1,0.14,0.0,0.61,0.24,0.03,0.0,0.7176911080698488,0.7527121552274618
28,@Public_Citizen,0.41,0.19,0.01,0.23,0.22,0.0,0.02,0.26,0.17,0.0,0.34,0.37,0.0,0.0,0.7176911080698488,0.8006881983123656
29,@sebbyjjang,0.02,0.13,0.03,0.26,0.12,0.01,0.01,0.05,0.07,0.0,0.41,0.09,0.01,0.01,0.5288664776112156,0.4658392474232361
30,@PIBMumbai,0.06,0.07,0.0,0.69,0.69,0.03,0.01,0.04,0.03,0.0,0.58,0.58,0.03,0.0,0.7973765977480777,0.8053085767533751
31,@WHOPhilippines,0.12,0.04,0.0,0.45,0.45,0.06,0.0,0.06,0.07,0.0,0.46,0.46,0.03,0.01,0.7966467093695401,0.8050029368890766
32,@AjeetKu33368018,0.21,0.48,0.0,0.49,0.33,0.04,0.06,0.2,0.49,0.02,0.5,0.25,0.01,0.04,0.7852210697594887,0.760577756485164
33,@albargawy,0.02,0.11,0.0,0.74,0.15,0.04,0.02,0.02,0.15,0.0,0.42,0.26,0.0,0.0,0.6004883262510591,0.7674214324358889
34,@CHLeMans,0.12,0.09,0.0,0.43,0.39,0.0,0.0,0.07,0.03,0.0,0.32,0.55,0.0,0.01,0.7939576449836836,0.805401613592116
35,@SaadiaAfzaal,0.03,0.03,0.0,0.15,0.04,0.0,0.0,0.06,0.02,0.0,0.15,0.15,0.0,0.0,0.30618807248975083,0.6207049850511144
36,@sid_sssay,0.35,0.16,0.04,0.36,0.28,0.0,0.01,0.39,0.16,0.0,0.23,0.07,0.0,0.0,0.7668769621923945,0.40673978557586005
37,@repubblica,0.1,0.18,0.01,0.68,0.68,0.1,0.02,0.07,0.13,0.01,0.7,0.7,0.09,0.0,0.797075908158591,0.8064216072785402
38,@repvos,0.18,0.05,0.01,0.2,0.23,0.0,0.0,0.14,0.02,0.03,0.16,0.27,0.01,0.0,0.7287106185584935,0.7733457112766196
39,@juanrallo,0.08,0.09,0.0,0.52,0.35,0.06,0.0,0.09,0.14,0.0,0.47,0.47,0.02,0.0,0.7892294694438972,0.8051418496928587
40,@KimKardashian,0.05,0.03,0.0,0.18,0.07,0.0,0.01,0.02,0.08,0.0,0.24,0.4,0.01,0.01,0.3912159239072283,0.8030212452554465
41,@calicomovamos,0.21,0.38,0.01,0.75,0.75,0.2,0.06,0.2,0.42,0.0,0.61,0.61,0.14,0.0,0.8021481695167405,0.8052216892873937
42,@moooooooous,0.01,0.09,0.0,0.54,0.15,0.01,0.02,0.02,0.08,0.0,0.37,0.0,0.0,0.0,0.6004883262510591,0.0
43,@realwbonner,0.04,0.1,0.01,0.3,0.24,0.03,0.19,0.03,0.05,0.0,0.26,0.31,0.01,0.14,0.7384783166429812,0.7897432630001835
44,@zhiwei1221,0.09,0.24,0.02,0.89,0.89,0.06,0.04,0.13,0.18,0.0,0.5,0.17,0.0,0.01,0.8595061719862279,0.6608500314332488
45,@gen_heleno,0.13,0.24,0.01,0.69,0.69,0.2,0.0,0.13,0.14,0.0,0.64,0.64,0.34,0.01,0.7973765977480777,0.8052478284119403
46,@BartSomers,0.05,0.04,0.0,0.45,0.35,0.0,0.0,0.06,0.02,0.0,0.28,0.5,0.0,0.0,0.7892294694438972,0.8053787930995948
47,@WANationalGuard,0.26,0.08,0.0,0.41,0.36,0.01,0.0,0.12,0.07,0.0,0.18,0.34,0.01,0.0,0.7907586934369296,0.7966241294741505
48,@Asoreuma,0.21,0.16,0.0,0.62,0.34,0.02,0.02,0.17,0.09,0.0,0.26,0.36,0.0,0.01,0.7874002196908744,0.799570188835745
49,@Cucaiba,0.03,0.14,0.0,0.84,0.84,0.01,0.01,0.01,0.07,0.0,0.42,0.19,0.04,0.0,0.8287549877594508,0.6945161422354588
50,@beingarun28,0.28,0.12,0.02,0.51,0.25,0.01,0.0,0.28,0.15,0.0,0.32,0.2,0.0,0.0,0.7470839770895665,0.7089830786080018
51,@ParisianGirlAmy,0.1,0.08,0.01,0.23,0.07,0.0,0.0,0.07,0.05,0.0,0.11,0.08,0.0,0.0,0.3912159239072283,0.43650814830094437
52,@policiacibercol,0.08,0.41,0.01,0.71,0.71,0.0,0.13,0.1,0.24,0.07,0.76,0.76,0.01,0.1,0.7983123643488195,0.8115094045580712
53,@jmdu91290,0.12,0.4,0.0,0.7,0.7,0.28,0.03,0.16,0.27,0.0,0.54,0.27,0.38,0.1,0.797782173166965,0.7733457112766196
54,@112Cantabria,0.12,0.08,0.0,0.81,0.81,0.01,0.04,0.08,0.06,0.0,0.55,0.38,0.01,0.0,0.816204310368583,0.801617083559931
55,@LulaOficial,0.18,0.06,0.0,0.28,0.27,0.0,0.0,0.17,0.01,0.0,0.21,0.27,0.0,0.0,0.7611878625273879,0.7733457112766196
56,@TheKanikakapoor,0.1,0.0,0.01,0.19,0.08,0.0,0.0,0.05,0.03,0.0,0.22,0.28,0.0,0.01,0.4197222421546159,0.7784494983408411
57,@MonicaGandhi9,0.12,0.05,0.0,0.38,0.33,0.02,0.01,0.17,0.09,0.0,0.18,0.3,0.01,0.03,0.7852210697594887,0.7865642668428161
58,@RUMAANSHAIKH,0.16,0.32,0.05,0.54,0.32,0.1,0.12,0.2,0.42,0.06,0.43,0.25,0.11,0.11,0.7826357858330618,0.760577756485164
59,@VOSTextremadura,0.11,0.21,0.15,0.86,0.86,0.07,0.05,0.07,0.13,0.05,0.67,0.67,0.06,0.04,0.8395863545645614,0.8055586579935085
60,@koryodynasty,0.07,0.07,0.0,0.4,0.26,0.01,0.0,0.11,0.06,0.0,0.44,0.17,0.01,0.0,0.7546218700467833,0.6608500314332488
61,@BancoCentral_AR,0.08,0.19,0.0,0.93,0.93,0.42,0.01,0.02,0.09,0.02,0.79,0.79,0.57,0.01,0.8912318555080615,0.8169336709169681
62,@KellyannePolls,0.23,0.03,0.0,0.15,0.12,0.01,0.0,0.09,0.02,0.0,0.22,0.21,0.01,0.0,0.5288664776112156,0.7219510972984345
63,@kumaralok554,0.49,0.11,0.01,0.32,0.16,0.0,0.02,0.4,0.19,0.03,0.32,0.26,0.0,0.01,0.621687023966582,0.7674214324358889
64,@CMOTamilnadu,0.04,0.15,0.02,0.68,0.68,0.44,0.03,0.06,0.09,0.0,0.63,0.37,0.34,0.0,0.797075908158591,0.8006881983123656
65,@FernanQuirosBA,0.08,0.15,0.0,0.68,0.68,0.34,0.02,0.11,0.14,0.0,0.49,0.51,0.3,0.01,0.797075908158591,0.8054123562973726
66,@AzharJeddah2003,0.05,0.07,0.01,0.34,0.12,0.0,0.03,0.08,0.09,0.0,0.18,0.14,0.0,0.02,0.5288664776112156,0.5982419966968565
67,@RamsDreezy,0.03,0.09,0.03,0.45,0.11,0.0,0.01,0.06,0.01,0.01,0.14,0.02,0.0,0.01,0.5027122940873614,0.2603678379426137
68,@FabianPicardo,0.25,0.06,0.0,0.15,0.04,0.0,0.0,0.15,0.05,0.0,0.21,0.31,0.0,0.0,0.30618807248975083,0.7897432630001835
69,@Anand942444,0.54,0.26,0.06,0.7,0.7,0.01,0.02,0.52,0.26,0.03,0.54,0.44,0.0,0.0,0.797782173166965,0.8045992970534486
70,@devinwenig,0.04,0.15,0.02,0.21,0.06,0.02,0.02,0.05,0.14,0.02,0.19,0.16,0.01,0.05,0.36264564124632276,0.6415870166679795
71,@murtazawahab1,0.11,0.04,0.0,0.4,0.1,0.0,0.0,0.06,0.0,0.0,0.23,0.2,0.0,0.0,0.4756769663222349,0.7089830786080018
72,@2divca_2candiv,0.11,0.16,0.0,0.4,0.2,0.0,0.01,0.13,0.11,0.0,0.38,0.41,0.02,0.0,0.6915799517497913,0.8035432096295109
73,@shamlipolice,0.17,0.23,0.02,0.53,0.33,0.04,0.2,0.13,0.1,0.0,0.53,0.35,0.02,0.2,0.7852210697594887,0.7982287282125168
74,@Ticketmaster,0.32,0.32,0.04,0.5,0.41,0.18,0.07,0.26,0.27,0.01,0.45,0.36,0.09,0.01,0.7952555385005927,0.799570188835745
75,@RonaldKlain,0.38,0.06,0.03,0.3,0.21,0.02,0.0,0.31,0.05,0.01,0.2,0.3,0.02,0.0,0.7053377817049258,0.7865642668428161
76,@alshoushah,0.18,0.28,0.08,0.47,0.38,0.0,0.12,0.15,0.21,0.02,0.22,0.13,0.0,0.04,0.793087009461318,0.5742686032713971
77,@HenryLouisAaron,0.05,0.27,0.04,0.53,0.37,0.38,0.15,0.1,0.23,0.07,0.46,0.38,0.48,0.17,0.7920317685697057,0.801617083559931
78,@actufrparis,0.09,0.34,0.02,0.8,0.8,0.12,0.06,0.06,0.17,0.01,0.71,0.71,0.17,0.01,0.812935016236137,0.8068955728616037
79,@WilDbadGe,0.21,0.16,0.01,0.4,0.17,0.01,0.0,0.17,0.15,0.0,0.27,0.08,0.0,0.0,0.6414184221423734,0.43650814830094437
80,@cyngarciaradio,0.24,0.04,0.0,0.54,0.54,0.02,0.0,0.17,0.02,0.0,0.25,0.46,0.0,0.0,0.7971037475964349,0.8050029368890766
81,@leoperiodista,0.09,0.29,0.01,0.7,0.7,0.02,0.02,0.08,0.17,0.01,0.47,0.38,0.0,0.02,0.797782173166965,0.801617083559931
82,@hureyre2018,0.74,0.36,0.02,0.4,0.74,0.0,0.04,0.82,0.43,0.04,0.48,0.82,0.0,0.03,0.8008799175144752,0.8252572897541253
83,@Osandrobarboza,0.17,0.05,0.0,0.58,0.33,0.01,0.0,0.17,0.02,0.0,0.17,0.22,0.01,0.0,0.7852210697594887,0.7334998320027682
84,@MinEconomia,0.15,0.09,0.0,0.62,0.62,0.01,0.01,0.1,0.07,0.0,0.47,0.37,0.0,0.01,0.796622208632847,0.8006881983123656
85,@RahulKu25258904,0.06,0.66,0.04,0.81,0.81,0.31,0.25,0.04,0.53,0.01,0.38,0.33,0.3,0.15,0.816204310368583,0.7947108099739177
86,@SatoMasahisa,0.5,0.53,0.02,0.68,0.68,0.03,0.03,0.39,0.23,0.02,0.41,0.46,0.01,0.01,0.797075908158591,0.8050029368890766
87,@Dilsedesh,0.47,0.3,0.03,0.63,0.37,0.0,0.07,0.39,0.27,0.03,0.83,0.83,0.02,0.03,0.7920317685697057,0.8288069415530707
88,@AlexZan87,0.09,0.11,0.01,0.5,0.25,0.0,0.02,0.06,0.06,0.0,0.16,0.06,0.0,0.0,0.7470839770895665,0.37678996390568303
89,@annafifield,0.21,0.04,0.0,0.22,0.12,0.01,0.0,0.23,0.03,0.0,0.31,0.34,0.0,0.0,0.5288664776112156,0.7966241294741505
90,@NYCMayor,0.14,0.08,0.0,0.33,0.33,0.0,0.0,0.06,0.07,0.0,0.29,0.6,0.0,0.0,0.7852210697594887,0.8052444082217497
91,@TedLandK5,0.31,0.06,0.0,0.1,0.01,0.01,0.0,0.16,0.11,0.0,0.1,0.07,0.01,0.0,0.22631829961109876,0.40673978557586005
92,@WilliamYang120,0.42,0.27,0.01,0.55,0.39,0.05,0.02,0.24,0.2,0.0,0.58,0.3,0.05,0.01,0.7939576449836836,0.7865642668428161
93,@ROBChandigarh,0.2,0.09,0.01,0.72,0.72,0.0,0.02,0.17,0.12,0.0,0.6,0.33,0.02,0.0,0.7989890411370751,0.7947108099739177
94,@NoticiasRPTV,0.09,0.27,0.0,0.86,0.86,0.15,0.0,0.03,0.09,0.0,0.68,0.68,0.02,0.0,0.8395863545645614,0.8057684213303521
95,@jerome_riviere,0.11,0.08,0.0,0.35,0.42,0.01,0.0,0.01,0.02,0.0,0.14,0.33,0.0,0.0,0.795728227940139,0.7947108099739177
96,@AsianetNewsHN,0.07,0.32,0.01,0.86,0.86,0.71,0.12,0.04,0.22,0.01,0.77,0.86,0.86,0.14,0.8395863545645614,0.8421031637823202
97,@DrKKAggarwal,0.12,0.22,0.0,0.62,0.38,0.24,0.04,0.08,0.19,0.02,0.58,0.58,0.18,0.02,0.793087009461318,0.8053085767533751
98,@MayorofLondon,0.27,0.17,0.0,0.37,0.37,0.03,0.01,0.19,0.12,0.0,0.25,0.72,0.02,0.0,0.7920317685697057,0.8074910771589409
99,@topeLiberal,0.2,0.08,0.0,0.5,0.22,0.0,0.0,0.14,0.01,0.0,0.07,0.1,0.0,0.0,0.7176911080698488,0.49449072748283696
100,@OjodeThot,0.15,0.06,0.0,0.42,0.18,0.0,0.0,0.09,0.01,0.0,0.07,0.05,0.0,0.0,0.659646495284545,0.3469210182245441
101,@LibraRising2,0.18,0.53,0.0,0.69,0.69,0.39,0.09,0.15,0.65,0.01,0.75,0.75,0.52,0.13,0.7973765977480777,0.8102129289660348
102,@charliekirk11,0.27,0.45,0.03,0.49,0.34,0.04,0.01,0.31,0.34,0.0,0.46,0.44,0.04,0.04,0.7874002196908744,0.8045992970534486
103,@madhukishwar,0.09,0.01,0.0,0.18,0.17,0.0,0.0,0.12,0.03,0.0,0.22,0.33,0.01,0.0,0.6414184221423734,0.7947108099739177
104,@politicturk,0.03,0.22,0.01,0.96,0.96,0.67,0.02,0.03,0.18,0.03,0.91,0.91,0.58,0.03,0.9158377984126878,0.8733944954488508
105,@PopCrave,0.15,0.43,0.01,0.69,0.69,0.28,0.01,0.12,0.37,0.0,0.69,0.69,0.26,0.06,0.7973765977480777,0.8060512678410475
106,@jesdbc,0.03,0.14,0.0,0.33,0.18,0.0,0.0,0.08,0.0,0.0,0.06,0.08,0.0,0.0,0.659646495284545,0.43650814830094437
107,@OPSOMSPeru,0.18,0.31,0.0,0.6,0.35,0.0,0.02,0.16,0.17,0.01,0.56,0.27,0.0,0.0,0.7892294694438972,0.7733457112766196
108,@SegurancaSP,0.05,0.13,0.03,0.82,0.82,0.47,0.03,0.16,0.06,0.02,0.63,0.63,0.43,0.03,0.8199148539199458,0.8052176344738626
109,@AFPar,0.08,0.17,0.0,0.76,0.76,0.25,0.01,0.05,0.15,0.01,0.65,0.65,0.25,0.0,0.8036706514015852,0.8053088638387352
110,@Pappu_Pagger,0.11,0.04,0.0,0.4,0.15,0.0,0.03,0.14,0.0,0.0,0.18,0.03,0.0,0.0,0.6004883262510591,0.28846389695411967
111,@KaushikKumarMi3,0.72,0.45,0.1,0.63,0.72,0.06,0.04,0.79,0.48,0.07,0.51,0.79,0.02,0.01,0.7989890411370751,0.8169336709169681
112,@BBCFergusWalsh,0.05,0.06,0.01,0.32,0.23,0.02,0.0,0.05,0.03,0.0,0.14,0.55,0.01,0.0,0.7287106185584935,0.805401613592116
113,@politico,0.19,0.08,0.0,0.61,0.61,0.04,0.0,0.12,0.07,0.0,0.64,0.64,0.05,0.02,0.7966668301280437,0.8052478284119403
114,@rahulstreetmagi,0.02,0.79,0.24,0.44,0.79,0.61,0.67,0.04,0.9,0.3,0.71,0.9,0.66,0.62,0.8100783815308749,0.8662905376040458
115,@LIBRESYLOKOS,0.02,0.0,0.0,0.43,0.2,0.0,0.0,0.01,0.04,0.0,0.06,0.33,0.0,0.0,0.6915799517497913,0.7947108099739177
116,@MatiasRajnerman,0.05,0.07,0.0,0.61,0.61,0.02,0.0,0.06,0.03,0.0,0.36,0.22,0.0,0.0,0.7966668301280437,0.7334998320027682
117,@ARD_BaB,0.14,0.05,0.0,0.58,0.58,0.0,0.01,0.09,0.05,0.0,0.41,0.47,0.0,0.0,0.7968599400514179,0.8051418496928587
118,@THEHermanCain,0.18,0.42,0.0,0.5,0.36,0.37,0.1,0.15,0.52,0.01,0.72,0.72,0.42,0.07,0.7907586934369296,0.8074910771589409
119,@ASlavitt,0.11,0.13,0.02,0.37,0.27,0.0,0.0,0.11,0.09,0.01,0.34,0.28,0.0,0.0,0.7611878625273879,0.7784494983408411
120,@fjredondocalvo1,0.08,0.15,0.07,0.44,0.25,0.0,0.05,0.02,0.0,0.01,0.26,0.11,0.0,0.01,0.7470839770895665,0.5222398722127631
121,@WorldPopProject,0.1,0.04,0.0,0.54,0.26,0.04,0.0,0.07,0.05,0.0,0.47,0.41,0.06,0.0,0.7546218700467833,0.8035432096295109
122,@AytoAdra,0.1,0.14,0.06,0.76,0.76,0.02,0.04,0.04,0.09,0.0,0.56,0.43,0.02,0.01,0.8036706514015852,0.8043181589918191
123,@Guineematin,0.08,0.16,0.0,0.92,0.92,0.25,0.0,0.08,0.15,0.01,0.74,0.74,0.36,0.03,0.8829632678129363,0.8091273704655436
124,@amirkingkhan,0.08,0.05,0.01,0.17,0.11,0.0,0.0,0.07,0.0,0.0,0.1,0.24,0.01,0.0,0.5027122940873614,0.7527121552274618
125,@otavio_ranzani,0.24,0.04,0.0,0.4,0.24,0.0,0.01,0.13,0.02,0.0,0.15,0.29,0.0,0.0,0.7384783166429812,0.7828265255249504
126,@SantiCafiero,0.09,0.03,0.0,0.44,0.47,0.01,0.0,0.07,0.0,0.0,0.26,0.24,0.0,0.0,0.7969641686241824,0.7527121552274618
127,@AlbertBourla,0.1,0.11,0.01,0.49,0.49,0.13,0.01,0.06,0.04,0.0,0.25,0.25,0.08,0.01,0.7971250161607958,0.760577756485164
128,@iris_78yq,0.0,0.24,0.16,0.84,0.84,0.5,0.2,0.03,0.13,0.01,0.41,0.14,0.24,0.03,0.8287549877594508,0.5982419966968565
129,@JuanMa_Moreno,0.3,0.13,0.0,0.71,0.71,0.03,0.01,0.2,0.15,0.0,0.51,0.32,0.01,0.0,0.7983123643488195,0.792436790569533
130,@CaiVirtual,0.01,0.03,0.0,0.6,0.29,0.0,0.0,0.03,0.03,0.0,0.38,0.42,0.0,0.0,0.7717813288270262,0.8039704121290502
131,@fssaiindia,0.11,0.05,0.0,0.43,0.28,0.0,0.0,0.09,0.11,0.0,0.33,0.44,0.01,0.0,0.7668769621923945,0.8045992970534486
132,@baba__________,0.12,0.0,0.0,0.37,0.09,0.0,0.01,0.07,0.01,0.0,0.23,0.13,0.0,0.0,0.4479465575931997,0.5742686032713971
133,@brajeshlive,0.17,0.24,0.01,0.84,0.84,0.37,0.01,0.16,0.16,0.0,0.71,0.71,0.39,0.03,0.8287549877594508,0.8068955728616037
134,@LondonBreed,0.14,0.0,0.0,0.31,0.65,0.0,0.0,0.06,0.0,0.0,0.16,0.39,0.0,0.0,0.7966368747455678,0.8023863559365568
135,@Jacuzzi_Yakuza,0.07,0.06,0.0,0.31,0.09,0.0,0.02,0.07,0.0,0.01,0.03,0.01,0.0,0.0,0.4479465575931997,0.23332432370635456
136,@GaianPrincess8,0.08,0.36,0.08,0.3,0.14,0.3,0.06,0.06,0.53,0.06,0.31,0.33,0.23,0.05,0.5778862084370772,0.7947108099739177
137,@hgsdhaliwalips,0.14,0.14,0.0,0.23,0.11,0.01,0.01,0.1,0.14,0.0,0.36,0.49,0.03,0.08,0.5027122940873614,0.8053250497193561
138,@NOIweala,0.09,0.05,0.0,0.26,0.49,0.01,0.0,0.06,0.05,0.0,0.22,0.46,0.0,0.01,0.7971250161607958,0.8050029368890766
139,@sanjukta,0.29,0.06,0.0,0.29,0.38,0.0,0.0,0.2,0.01,0.0,0.14,0.23,0.0,0.0,0.793087009461318,0.7437205366967014
140,@NYSComptroller,0.19,0.15,0.0,0.54,0.54,0.01,0.0,0.1,0.18,0.01,0.3,0.62,0.01,0.0,0.7971037475964349,0.8052109974132647
141,@AndyK555,0.01,0.26,0.02,0.14,0.11,0.0,0.04,0.01,0.39,0.03,0.21,0.21,0.0,0.04,0.5027122940873614,0.7219510972984345
142,@CarlosFGalan,0.03,0.03,0.0,0.4,0.29,0.03,0.0,0.04,0.01,0.0,0.17,0.15,0.01,0.0,0.7717813288270262,0.6207049850511144
143,@TheView,0.17,0.04,0.0,0.34,0.57,0.03,0.0,0.14,0.05,0.0,0.36,0.27,0.01,0.0,0.7969290189014606,0.7733457112766196
144,@mspls_bdi,0.04,0.27,0.0,0.69,0.69,0.32,0.01,0.05,0.14,0.0,0.71,0.71,0.28,0.03,0.7973765977480777,0.8068955728616037
145,@Central_Railway,0.04,0.03,0.0,0.58,0.18,0.02,0.0,0.1,0.06,0.0,0.57,0.17,0.0,0.0,0.659646495284545,0.6608500314332488
146,@NYRangers,0.13,0.06,0.0,0.15,0.01,0.0,0.0,0.12,0.05,0.0,0.16,0.24,0.0,0.02,0.22631829961109876,0.7527121552274618
147,@horacioazzolin,0.22,0.04,0.0,0.42,0.43,0.01,0.03,0.09,0.01,0.0,0.24,0.18,0.0,0.0,0.7961080923981387,0.6784864269642225
148,@SubRedNorte,0.11,0.15,0.0,0.74,0.74,0.14,0.01,0.09,0.15,0.0,0.51,0.28,0.02,0.01,0.8008799175144752,0.7784494983408411
149,@FicoGutierrez,0.08,0.06,0.0,0.46,0.37,0.0,0.0,0.06,0.04,0.0,0.25,0.17,0.0,0.0,0.7920317685697057,0.6608500314332488
150,@WhiteHouse45,0.08,0.05,0.0,0.38,0.4,0.01,0.01,0.08,0.05,0.0,0.36,0.5,0.0,0.0,0.7946723107742963,0.8053787930995948
151,@Indiagri,0.17,0.06,0.08,0.47,0.22,0.0,0.01,0.09,0.09,0.01,0.19,0.11,0.0,0.0,0.7176911080698488,0.5222398722127631
152,@ChrisMurphyCT,0.17,0.02,0.0,0.24,0.48,0.01,0.0,0.14,0.02,0.0,0.12,0.66,0.01,0.0,0.7970609972920484,0.8054092120440788
153,@JuanManzurOK,0.05,0.19,0.02,0.89,0.89,0.53,0.04,0.01,0.15,0.03,0.78,0.78,0.68,0.05,0.8595061719862279,0.8148417533461276
154,@myUNICEF,0.05,0.03,0.0,0.56,0.56,0.02,0.01,0.04,0.05,0.0,0.38,0.54,0.02,0.0,0.7969945574902298,0.8054210927612583
155,@ourkuwait,0.06,0.22,0.03,0.72,0.21,0.14,0.03,0.04,0.11,0.0,0.36,0.12,0.0,0.01,0.7053377817049258,0.5488888157824968
156,@SimOnTheWay,0.1,0.09,0.0,0.3,0.26,0.01,0.01,0.02,0.02,0.0,0.15,0.14,0.0,0.0,0.7546218700467833,0.5982419966968565
157,@CumbriaRoadsPol,0.19,0.08,0.01,0.31,0.32,0.05,0.0,0.1,0.12,0.0,0.37,0.44,0.02,0.0,0.7826357858330618,0.8045992970534486
158,@alanalviis,0.06,0.6,0.1,0.75,0.75,0.49,0.59,0.05,0.5,0.1,0.81,0.81,0.54,0.31,0.8021481695167405,0.82211302959919
159,@GovWhitmer,0.1,0.03,0.0,0.27,0.55,0.01,0.01,0.04,0.0,0.0,0.23,0.45,0.01,0.0,0.797053679565984,0.8048245702790952
160,@auronplay,0.08,0.07,0.0,0.36,0.14,0.0,0.0,0.1,0.12,0.01,0.41,0.22,0.0,0.03,0.5778862084370772,0.7334998320027682
161,@ThumarChirag,0.17,0.13,0.04,0.61,0.21,0.05,0.04,0.11,0.1,0.0,0.63,0.16,0.01,0.0,0.7053377817049258,0.6415870166679795
162,@prioritiesUSA,0.28,0.13,0.0,0.35,0.61,0.0,0.03,0.19,0.09,0.0,0.24,0.55,0.0,0.01,0.7966668301280437,0.805401613592116
