counter,topic,likes,retweets,followers,interaction_sum
727,0,,,,1500672
728,1,1898.0,348.0,136904.0,139150
729,0,77423.0,6137.0,45461980.0,45545540
730,1,769.0,843.0,2032848.0,2034460
731,0,,,,2034460
732,1,22971.0,2807.0,958875.0,984653
733,0,27690.0,11277.0,2613222.0,2652189
734,2,14163.0,4784.0,2613222.0,2632169
735,0,31784.0,12394.0,1162242.0,1206420
736,2,44.0,16.0,240125.0,240185
737,1,576.0,104.0,5954334.0,5955014
738,0,17244.0,10922.0,772422.0,800588
739,1,,,,800588
740,0,17497.0,2106.0,11102153.0,11121756
741,0,16765.0,5834.0,487.0,23086
742,1,,,,23086
743,0,,,,23086
744,0,178.0,149.0,5153.0,5480
745,2,5155.0,932.0,1634709.0,1640796
746,0,,,,1640796
747,0,881.0,240.0,183717.0,184838
748,0,1312.0,792.0,1498568.0,1500672
749,0,582.0,316.0,182643.0,183541
750,0,47.0,64.0,38169.0,38280
751,1,79.0,46.0,1332649.0,1332774
752,1,5893.0,1929.0,2178720.0,2186542
753,0,,,,2186542
754,2,,,,2186542
755,1,0.0,0.0,45876.0,45876
756,2,427.0,579.0,24508.0,25514
757,1,1152.0,389.0,5268015.0,5269556
758,0,582.0,316.0,182643.0,183541
759,0,,,,183541
760,0,,,,183541
761,1,57.0,33.0,1567.0,1657
762,1,233.0,204.0,323049.0,323486
763,2,39.0,36.0,142901.0,142976
764,0,,,,142976
765,1,,,,142976
766,0,0.0,0.0,342814.0,342814
767,1,127963.0,36766.0,129989238.0,130153967
768,0,9.0,5.0,1252772.0,1252786
769,2,1041.0,535.0,115310.0,116886
770,0,296.0,319.0,1934.0,2549
771,2,35.0,12.0,74046.0,74093
772,0,,,,74093
773,0,2.0,0.0,1135.0,1137
774,0,4214.0,1546.0,2492205.0,2497965
775,0,,,,2497965
776,0,1601.0,324.0,850996.0,852921
777,0,56707.0,21270.0,3619422.0,3697399
778,0,,,,3697399
779,0,,,,3697399
780,0,68591.0,10014.0,66366445.0,66445050
781,2,1144.0,405.0,2152621.0,2154170
782,0,13642.0,7119.0,5268017.0,5288778
783,1,9.0,0.0,6423.0,6432
784,0,,,,6432
785,2,39.0,36.0,142901.0,142976
786,0,3815.0,1054.0,5268021.0,5272890
787,1,,,,5272890
788,0,,,,5272890
789,0,2707.0,954.0,1336322.0,1339983
790,0,100486.0,77064.0,54505.0,232055
791,0,385.0,450.0,1983449.0,1984284
792,0,81.0,77.0,1437019.0,1437177
793,0,9518.0,6719.0,1437019.0,1453256
794,0,,,,1453256
795,0,8.0,1.0,5819.0,5828
796,1,,,,5828
797,0,,,,5828
798,1,131.0,39.0,57747.0,57917
799,0,,,,57917
800,0,201.0,277.0,45060.0,45538
801,0,3735.0,422.0,234304.0,238461
802,1,28019.0,9700.0,234304.0,272023
803,1,77.0,55.0,52136.0,52268
804,1,1.0,0.0,17158.0,17159
805,0,582.0,316.0,182643.0,183541
806,0,47.0,64.0,38169.0,38280
807,1,79.0,46.0,1332649.0,1332774
808,0,1097.0,1420.0,43907.0,46424
809,0,3249.0,2369.0,217759.0,223377
810,0,13642.0,7119.0,5268022.0,5288783
811,0,582.0,316.0,182643.0,183541
812,2,432.0,85.0,5268022.0,5268539
813,0,4.0,1.0,2.0,7
814,1,0.0,0.0,33.0,33
815,1,12.0,13.0,48083.0,48108
816,0,4173.0,4138.0,649404.0,657715
817,0,17136.0,5003.0,54097725.0,54119864
818,0,,,,54119864
819,0,3359.0,2521.0,440444.0,446324
820,0,362.0,300.0,23333.0,23995
821,0,39.0,78.0,231353.0,231470
822,0,35.0,29.0,3638543.0,3638607
823,0,18592.0,5166.0,335132.0,358890
824,0,,,,358890
825,0,,,,358890
826,0,59.0,19.0,42881.0,42959
827,0,,,,42959
828,0,574.0,352.0,49625302.0,49626228
829,2,5367.0,2668.0,158217.0,166252
830,0,,,,166252
831,0,3098.0,1557.0,53818.0,58473
832,0,2870.0,658.0,81934.0,85462
833,0,724.0,1138.0,74452.0,76314
834,0,25.0,30.0,753.0,808
835,2,,,,808
836,0,73.0,28.0,345350.0,345451
837,1,957.0,468.0,891942.0,893367
838,0,126.0,25.0,167956.0,168107
839,0,4133.0,1263.0,7119799.0,7125195
840,1,233.0,204.0,323050.0,323487
841,2,39.0,36.0,142901.0,142976
842,1,1182.0,344.0,61908.0,63434
843,2,5367.0,2668.0,158217.0,166252
844,0,26651.0,7645.0,342814.0,377110
845,0,975.0,544.0,70189.0,71708
846,2,39.0,36.0,142901.0,142976
847,0,871.0,361.0,5072724.0,5073956
848,0,4393.0,605.0,414890.0,419888
849,2,39.0,36.0,142901.0,142976
850,0,4.0,8.0,821400.0,821412
851,0,724.0,1138.0,74452.0,76314
852,1,233.0,204.0,323050.0,323487
853,0,335.0,85.0,10707.0,11127
854,0,4295.0,2478.0,231068.0,237841
855,0,,,,237841
856,0,106.0,99.0,246796.0,247001
857,0,3.0,0.0,22.0,25
858,0,9.0,3.0,1031.0,1043
859,0,724.0,1138.0,74452.0,76314
860,1,1965.0,832.0,7991.0,10788
861,1,1398.0,855.0,2262810.0,2265063
862,0,372.0,177.0,182643.0,183192
863,0,371.0,177.0,182643.0,183191
864,0,106.0,99.0,246796.0,247001
865,0,10435.0,1151.0,4353060.0,4364646
866,2,1.0,0.0,23.0,24
867,2,39.0,36.0,142901.0,142976
868,0,2.0,0.0,1135.0,1137
869,0,4214.0,1546.0,2492213.0,2497973
870,0,1138.0,553.0,19247.0,20938
871,1,63.0,20.0,59483.0,59566
872,0,724.0,1138.0,74452.0,76314
873,0,25.0,30.0,753.0,808
874,2,11.0,4.0,316.0,331
875,2,,,,331
876,0,4579.0,1639.0,1429986.0,1436204
877,1,121227.0,30804.0,7889404.0,8041435
878,0,15817.0,5084.0,7889404.0,7910305
879,0,608.0,407.0,187263.0,188278
880,0,2.0,1.0,595.0,598
881,0,276.0,112.0,12147.0,12535
882,1,,,,12535
883,0,1177.0,525.0,8556.0,10258
884,0,,,,10258
885,0,114.0,66.0,246796.0,246976
886,1,1575.0,656.0,6245.0,8476
887,0,,,,8476
888,0,871.0,361.0,5072724.0,5073956
889,1,957.0,468.0,891942.0,893367
890,2,844.0,146.0,1294068.0,1295058
891,0,475.0,197.0,182643.0,183315
892,2,,,,183315
893,0,1096.0,341.0,1279967.0,1281404
894,1,46332.0,9484.0,1279967.0,1335783
895,0,,,,1335783
896,0,11681.0,4834.0,325423.0,341938
897,0,59.0,19.0,42881.0,42959
898,0,297.0,246.0,21870.0,22413
899,0,333.0,97.0,13766.0,14196
900,0,259.0,120.0,469221.0,469600
901,2,0.0,0.0,50.0,50
902,2,475.0,232.0,2809.0,3516
903,1,47893.0,9905.0,796632.0,854430
904,0,,,,854430
905,0,50.0,29.0,7265.0,7344
906,2,1.0,0.0,23.0,24
907,0,,,,24
908,0,,,,24
909,1,1256.0,466.0,157.0,1879
910,0,10435.0,1151.0,4353061.0,4364647
911,0,,,,4364647
912,0,,,,4364647
913,0,,,,4364647
914,0,,,,4364647
915,0,287.0,130.0,6986.0,7403
916,0,,,,7403
917,0,,,,7403
918,0,4299.0,2439.0,432905.0,439643
919,1,,,,439643
920,1,4027.0,1257.0,8379.0,13663
921,0,433.0,192.0,6776.0,7401
922,0,142.0,60.0,1160154.0,1160356
923,1,104.0,69.0,5175.0,5348
924,0,54.0,12.0,61386.0,61452
925,1,12.0,8.0,35421.0,35441
926,0,586.0,287.0,246796.0,247669
927,2,46895.0,18793.0,25099.0,90787
928,0,6125.0,1963.0,3762018.0,3770106
929,0,56.0,77.0,446572.0,446705
930,0,2.0,0.0,731.0,733
931,1,2213.0,1019.0,26776667.0,26779899
932,0,,,,26779899
933,0,385.0,450.0,1983449.0,1984284
934,0,22.0,15.0,195761.0,195798
935,0,24.0,18.0,195761.0,195803
936,0,807.0,351.0,289575.0,290733
937,1,3.0,1.0,2271.0,2275
938,0,15.0,8.0,145.0,168
939,2,584.0,320.0,263005.0,263909
940,0,17678.0,3048.0,993174.0,1013900
941,0,6125.0,1963.0,3762018.0,3770106
942,1,89080.0,14719.0,2134848.0,2238647
943,1,,,,2238647
944,0,,,,2238647
945,0,,,,2238647
946,0,7.0,9.0,32838.0,32854
947,0,56.0,77.0,446572.0,446705
948,0,0.0,1.0,1076.0,1077
949,0,9278.0,6366.0,1437021.0,1452665
950,0,56.0,77.0,446572.0,446705
951,1,22904.0,18143.0,1882281.0,1923328
952,0,79.0,16.0,258.0,353
953,0,68627.0,6434.0,1171331.0,1246392
954,0,7.0,9.0,32838.0,32854
955,0,37928.0,40056.0,309294.0,387278
956,0,1100.0,517.0,182643.0,184260
957,1,81.0,18.0,158415.0,158514
958,1,966.0,1228.0,14294.0,16488
959,0,167.0,33.0,5693.0,5893
960,1,,,,5893
961,0,7.0,9.0,32838.0,32854
962,0,56.0,77.0,446572.0,446705
963,2,872.0,272.0,30493.0,31637
964,0,444.0,239.0,23957.0,24640
965,0,247.0,138.0,1549.0,1934
966,1,614.0,513.0,3762018.0,3763145
967,0,19.0,9.0,588.0,616
968,0,16.0,6.0,174336.0,174358
969,0,,,,174358
970,1,35.0,31.0,86922.0,86988
971,0,4299.0,2439.0,432905.0,439643
972,0,,,,439643
973,0,863.0,128.0,200816.0,201807
974,1,1194.0,563.0,1673.0,3430
975,2,872.0,272.0,30493.0,31637
976,0,56.0,77.0,446572.0,446705
977,1,57.0,43.0,1825250.0,1825350
978,0,4145.0,605.0,993174.0,997924
979,2,181.0,27.0,420292.0,420500
980,0,805.0,449.0,22115.0,23369
981,0,201.0,277.0,45060.0,45538
982,1,1.0,0.0,1474.0,1475
983,0,226.0,174.0,49673.0,50073
984,1,145.0,62.0,8395.0,8602
985,0,777.0,401.0,53219718.0,53220896
986,0,5018.0,3233.0,49625332.0,49633583
987,0,,,,49633583
988,2,10.0,10.0,11812.0,11832
989,0,,,,11832
990,0,85.0,95.0,14099.0,14279
991,1,139.0,157.0,46686.0,46982
992,0,175.0,205.0,21870.0,22250
993,0,56.0,77.0,446572.0,446705
994,0,,,,446705
995,0,1177.0,525.0,8556.0,10258
996,0,30.0,40.0,30449.0,30519
997,0,,,,30519
998,0,3943.0,3788.0,191379.0,199110
999,1,453.0,155.0,774005.0,774613
1000,0,91.0,56.0,246796.0,246943
1001,0,,,,246943
1002,0,68.0,32.0,246796.0,246896
1003,2,5.0,0.0,272424.0,272429
1004,0,5797.0,1993.0,5072724.0,5080514
1005,0,,,,5080514
1006,1,22904.0,18143.0,1882282.0,1923329
1007,0,3332.0,842.0,5072724.0,5076898
1008,0,,,,5076898
1009,0,23.0,30.0,12495.0,12548
1010,1,4.0,9.0,12495.0,12508
1011,1,2.0,2.0,12495.0,12499
1012,0,4.0,6.0,12495.0,12505
1013,1,5156.0,1396.0,675694.0,682246
1014,0,47.0,40.0,12491.0,12578
1015,0,4145.0,605.0,993174.0,997924
1016,0,13637.0,4234.0,6945608.0,6963479
1017,0,720.0,143.0,5268032.0,5268895
1018,0,2578.0,2462.0,569615.0,574655
1019,2,227.0,111.0,3136802.0,3137140
1020,0,100486.0,77064.0,54505.0,232055
1021,0,17678.0,3048.0,993175.0,1013901
1022,0,,,,1013901
1023,0,1612.0,700.0,102416.0,104728
1024,2,,,,104728
1025,0,547.0,294.0,825156.0,825997
1026,0,,,,825997
1027,0,23.0,30.0,12495.0,12548
1028,1,4.0,9.0,12495.0,12508
1029,1,2.0,2.0,12495.0,12499
1030,0,4.0,6.0,12495.0,12505
1031,1,5156.0,1396.0,675701.0,682253
1032,0,47.0,40.0,12495.0,12582
1033,0,23.0,30.0,12495.0,12548
1034,1,4.0,9.0,12495.0,12508
1035,1,2.0,2.0,12495.0,12499
1036,0,4.0,6.0,12495.0,12505
1037,1,5156.0,1396.0,675701.0,682253
1038,0,47.0,40.0,12495.0,12582
1039,0,23.0,30.0,12495.0,12548
1040,1,4.0,9.0,12495.0,12508
1041,1,2.0,2.0,12495.0,12499
1042,1,5156.0,1396.0,675701.0,682253
1043,0,47.0,40.0,12495.0,12582
1044,0,23.0,30.0,12495.0,12548
1045,1,4.0,9.0,12495.0,12508
1046,1,2.0,2.0,12495.0,12499
1047,0,4.0,6.0,12495.0,12505
1048,1,5156.0,1396.0,675701.0,682253
1049,0,47.0,40.0,12495.0,12582
1050,0,2578.0,2462.0,569615.0,574655
1051,0,23.0,30.0,12495.0,12548
1052,1,4.0,9.0,12495.0,12508
1053,1,2.0,2.0,12495.0,12499
1054,0,4.0,6.0,12495.0,12505
1055,1,5156.0,1396.0,675701.0,682253
1056,0,47.0,40.0,12495.0,12582
1057,0,23.0,30.0,12495.0,12548
1058,1,4.0,9.0,12495.0,12508
1059,1,2.0,2.0,12495.0,12499
1060,0,4.0,6.0,12495.0,12505
1061,1,5156.0,1396.0,675701.0,682253
1062,0,47.0,40.0,12495.0,12582
1063,0,23.0,30.0,12495.0,12548
1064,1,4.0,9.0,12495.0,12508
1065,1,2.0,2.0,12495.0,12499
1066,0,4.0,6.0,12495.0,12505
1067,1,5156.0,1396.0,675701.0,682253
1068,0,47.0,40.0,12495.0,12582
1069,0,59.0,19.0,42881.0,42959
1070,0,677.0,529.0,2283841.0,2285047
1071,0,23.0,30.0,12495.0,12548
1072,1,4.0,9.0,12495.0,12508
1073,1,2.0,2.0,12495.0,12499
1074,0,4.0,6.0,12495.0,12505
1075,1,5156.0,1396.0,675702.0,682254
1076,0,47.0,40.0,12495.0,12582
1077,0,547.0,294.0,825156.0,825997
1078,0,23.0,30.0,12495.0,12548
1079,1,4.0,9.0,12495.0,12508
1080,1,2.0,2.0,12495.0,12499
1081,0,4.0,6.0,12495.0,12505
1082,1,5156.0,1396.0,675702.0,682254
1083,0,47.0,40.0,12495.0,12582
1084,2,485.0,374.0,106931.0,107790
1085,0,250.0,114.0,396006.0,396370
1086,0,,,,396370
1087,1,1327.0,1286.0,44710.0,47323
1088,0,,,,47323
1089,0,2949.0,2287.0,1882281.0,1887517
1090,1,6817.0,3218.0,881496.0,891531
1091,0,14327.0,6964.0,881496.0,902787
1092,0,125.0,221.0,1032096.0,1032442
1093,1,,,,1032442
1094,2,496.0,170.0,1947.0,2613
1095,0,17678.0,3048.0,993175.0,1013901
1096,1,9.0,8.0,281816.0,281833
1097,0,82.0,119.0,136193.0,136394
1098,0,44.0,49.0,136193.0,136286
1099,0,9498.0,317.0,1451524.0,1461339
1100,0,1094.0,216.0,20807.0,22117
1101,0,,,,22117
1102,0,6.0,2.0,3044.0,3052
1103,1,4.0,1.0,1192.0,1197
1104,0,0.0,0.0,3521.0,3521
1105,2,485.0,374.0,106931.0,107790
1106,0,250.0,114.0,396006.0,396370
1107,2,583.0,123.0,158415.0,159121
1108,1,157.0,62.0,1536.0,1755
1109,0,66.0,27.0,114824.0,114917
1110,0,1631.0,739.0,475735.0,478105
1111,0,430.0,194.0,26224.0,26848
1112,0,25079.0,12174.0,172433.0,209686
1113,1,14926.0,2000.0,5586354.0,5603280
1114,0,,,,5603280
1115,0,,,,5603280
1116,0,9.0,1.0,106.0,116
1117,1,925236.0,237657.0,19027.0,1181920
1118,0,33.0,0.0,3091277.0,3091310
1119,0,,,,3091310
1120,0,12967.0,8942.0,120906.0,142815
1121,0,944.0,443.0,714297.0,715684
1122,0,62.0,53.0,66574.0,66689
1123,0,39.0,7.0,6712.0,6758
1124,2,312.0,215.0,78668.0,79195
1125,2,388.0,293.0,44651.0,45332
1126,1,0.0,0.0,663.0,663
1127,1,,,,663
1128,0,0.0,0.0,15.0,15
1129,0,,,,15
1130,1,16.0,0.0,165.0,181
1131,0,7.0,1.0,58.0,66
1132,0,76.0,40.0,8991.0,9107
1133,0,,,,9107
1134,0,603.0,228.0,272546.0,273377
1135,0,,,,273377
1136,0,62.0,53.0,66574.0,66689
1137,0,,,,66689
1138,0,62.0,53.0,66574.0,66689
1139,0,492.0,168.0,204264.0,204924
1140,0,,,,204924
1141,1,2837.0,803.0,12465.0,16105
1142,0,,,,16105
1143,0,1182.0,205.0,5860226.0,5861613
1144,0,335.0,170.0,182645.0,183150
1145,0,76.0,82.0,1983450.0,1983608
1146,0,,,,1983608
1147,0,,,,1983608
1148,0,335.0,170.0,182645.0,183150
1149,0,5983.0,3895.0,1437034.0,1446912
1150,0,199.0,56.0,7317090.0,7317345
1151,0,11493.0,2950.0,501311.0,515754
1152,1,10.0,9.0,32735.0,32754
1153,1,16.0,0.0,165.0,181
1154,1,42.0,6.0,54513.0,54561
1155,0,335.0,170.0,182645.0,183150
1156,0,76.0,82.0,1983450.0,1983608
1157,0,37928.0,40056.0,309295.0,387279
1158,0,23.0,30.0,12495.0,12548
1159,1,4.0,9.0,12495.0,12508
1160,1,2.0,2.0,12495.0,12499
1161,0,4.0,6.0,12495.0,12505
1162,1,5156.0,1396.0,675704.0,682256
1163,0,47.0,40.0,12495.0,12582
1164,0,11.0,3.0,813.0,827
1165,2,0.0,0.0,1117.0,1117
1166,0,,,,1117
1167,0,2532.0,412.0,793877.0,796821
1168,0,14327.0,6964.0,881496.0,902787
1169,0,18460.0,11517.0,881496.0,911473
1170,0,1.0,0.0,1.0,2
1171,0,,,,2
1172,0,109404.0,28496.0,12538.0,150438
1173,0,67.0,36.0,99444.0,99547
1174,0,36.0,55.0,112226.0,112317
1175,0,,,,112317
1176,0,14327.0,6964.0,881496.0,902787
1177,2,2337.0,3904.0,68216.0,74457
1178,0,,,,74457
1179,0,11318.0,1543.0,35293927.0,35306788
1180,0,23.0,30.0,12495.0,12548
1181,1,4.0,9.0,12495.0,12508
1182,1,2.0,2.0,12495.0,12499
1183,0,4.0,6.0,12495.0,12505
1184,1,5156.0,1396.0,675705.0,682257
1185,0,47.0,40.0,12495.0,12582
1186,0,,,,12582
1187,1,,,,12582
1188,0,23.0,30.0,12495.0,12548
1189,1,4.0,9.0,12495.0,12508
1190,1,2.0,2.0,12495.0,12499
1191,0,4.0,6.0,12495.0,12505
1192,1,5156.0,1396.0,675705.0,682257
1193,0,47.0,40.0,12495.0,12582
1194,2,,,,12582
1195,0,722.0,375.0,45111.0,46208
1196,0,,,,46208
1197,0,,,,46208
1198,1,38.0,50.0,91897.0,91985
1199,0,,,,91985
1200,0,2449.0,2505.0,3638548.0,3643502
1201,1,116.0,90.0,15676.0,15882
1202,0,7.0,9.0,259.0,275
1203,1,501.0,261.0,10310.0,11072
1204,1,181751.0,31966.0,91561474.0,91775191
1205,0,23.0,30.0,12495.0,12548
1206,1,4.0,9.0,12495.0,12508
1207,1,2.0,2.0,12495.0,12499
1208,0,4.0,6.0,12495.0,12505
1209,1,5156.0,1396.0,675705.0,682257
1210,0,47.0,40.0,12495.0,12582
1211,0,,,,12582
1212,0,,,,12582
1213,0,57.0,23.0,675.0,755
1214,0,136060.0,67385.0,27649.0,231094
1215,0,,,,231094
1216,1,38.0,50.0,91897.0,91985
1217,0,,,,91985
1218,1,38.0,50.0,91897.0,91985
1219,1,181751.0,31966.0,91561475.0,91775192
1220,0,1.0,1.0,1312.0,1314
1221,0,457.0,204.0,9020552.0,9021213
1222,1,548.0,329.0,105598.0,106475
1223,1,181751.0,31966.0,91561476.0,91775193
1224,0,,,,91775193
1225,0,,,,91775193
1226,0,,,,91775193
1227,0,547.0,294.0,825157.0,825998
1228,0,,,,825998
1229,0,2.0,1.0,477.0,480
1230,0,42.0,46.0,78265.0,78353
1231,0,,,,78353
1232,0,7.0,1.0,58.0,66
1233,0,562.0,103.0,46913.0,47578
1234,0,23.0,30.0,12495.0,12548
1235,1,4.0,9.0,12495.0,12508
1236,1,2.0,2.0,12495.0,12499
1237,0,4.0,6.0,12495.0,12505
1238,1,5156.0,1396.0,675707.0,682259
1239,0,47.0,40.0,12495.0,12582
1240,0,,,,12582
1241,0,158.0,97.0,284640.0,284895
1242,1,181751.0,31966.0,91561480.0,91775197
1243,1,181751.0,31966.0,91561481.0,91775198
1244,0,115.0,38.0,13556.0,13709
1245,0,5031.0,1692.0,18338.0,25061
1246,0,55939.0,13665.0,54262.0,123866
1247,0,,,,123866
1248,0,25079.0,12174.0,172433.0,209686
1249,0,23.0,30.0,12495.0,12548
1250,1,4.0,9.0,12495.0,12508
1251,1,2.0,2.0,12495.0,12499
1252,0,4.0,6.0,12495.0,12505
1253,1,5156.0,1396.0,675707.0,682259
1254,0,47.0,40.0,12495.0,12582
1255,1,548.0,329.0,105598.0,106475
1256,0,158.0,97.0,284640.0,284895
1257,0,23.0,30.0,12495.0,12548
1258,1,4.0,9.0,12495.0,12508
1259,1,2.0,2.0,12495.0,12499
1260,0,4.0,6.0,12495.0,12505
1261,1,5156.0,1396.0,675707.0,682259
1262,0,47.0,40.0,12495.0,12582
1263,0,23.0,30.0,12495.0,12548
1264,1,4.0,9.0,12495.0,12508
1265,1,2.0,2.0,12495.0,12499
1266,0,4.0,6.0,12495.0,12505
1267,1,5156.0,1396.0,675708.0,682260
1268,0,47.0,40.0,12495.0,12582
1269,1,5.0,3.0,55688.0,55696
1270,0,31226.0,4527.0,692210.0,727963
1271,0,15527.0,2564.0,2704558.0,2722649
1272,0,25079.0,12174.0,172434.0,209687
1273,0,55939.0,13665.0,54262.0,123866
1274,1,3.0,4.0,114.0,121
1275,0,1199.0,1669.0,10329.0,13197
1276,0,1199.0,1669.0,10329.0,13197
1277,1,68.0,99.0,91897.0,92064
1278,0,1199.0,1669.0,10329.0,13197
1279,0,25079.0,12174.0,172434.0,209687
1280,0,37928.0,40056.0,309295.0,387279
1281,2,143.0,106.0,1983451.0,1983700
1282,0,0.0,0.0,205.0,205
1283,1,,,,205
1284,0,44688.0,19086.0,583947.0,647721
1285,0,4392.0,1735.0,11433.0,17560
1286,0,2660.0,1149.0,1437036.0,1440845
1287,0,715.0,223.0,3091280.0,3092218
1288,0,249917.0,15982.0,16665099.0,16930998
1289,2,,,,16930998
1290,1,17.0,3.0,4323.0,4343
1291,0,1192.0,960.0,9138295.0,9140447
1292,0,1250.0,1145.0,69759.0,72154
1293,0,85.0,91.0,6914.0,7090
1294,1,181751.0,31966.0,91561494.0,91775211
1295,0,1505.0,637.0,68184.0,70326
1296,0,211.0,96.0,16879.0,17186
1297,0,7964.0,6151.0,1437036.0,1451151
1298,0,5692.0,3794.0,1437036.0,1446522
1299,1,96.0,64.0,245186.0,245346
1300,0,14327.0,6964.0,881497.0,902788
1301,0,3561.0,1017.0,757985.0,762563
1302,0,3980.0,2183.0,389221.0,395384
1303,1,,,,395384
1304,0,884.0,562.0,7480.0,8926
1305,0,,,,8926
1306,0,37928.0,40056.0,309295.0,387279
1307,0,6523.0,4846.0,431657.0,443026
1308,2,642.0,529.0,151928.0,153099
1309,0,136.0,91.0,47887.0,48114
1310,0,,,,48114
1311,1,10679.0,3175.0,1533228.0,1547082
1312,0,,,,1547082
1313,0,2845.0,802.0,2621171.0,2624818
1314,0,,,,2624818
1315,1,295.0,463.0,1437036.0,1437794
1316,0,233.0,162.0,182645.0,183040
1317,1,,,,183040
1318,1,181751.0,31966.0,91561496.0,91775213
1319,1,542.0,329.0,105590.0,106461
1320,0,12963.0,3391.0,2153546.0,2169900
1321,0,6523.0,4846.0,431657.0,443026
1322,2,642.0,529.0,151928.0,153099
1323,0,4698.0,2232.0,1207551.0,1214481
1324,0,889.0,893.0,195756.0,197538
1325,0,,,,197538
1326,0,23.0,30.0,12495.0,12548
1327,1,4.0,9.0,12495.0,12508
1328,1,2.0,2.0,12495.0,12499
1329,0,4.0,6.0,12495.0,12505
1330,1,5156.0,1396.0,675716.0,682268
1331,0,47.0,40.0,12495.0,12582
1332,0,,,,12582
1333,1,3488.0,492.0,581930.0,585910
1334,0,50087.0,10190.0,581930.0,642207
1335,0,3046.0,410.0,11968.0,15424
1336,0,703.0,593.0,312956.0,314252
1337,2,61.0,90.0,100441.0,100592
1338,0,23.0,30.0,12495.0,12548
1339,1,4.0,9.0,12495.0,12508
1340,1,2.0,2.0,12495.0,12499
1341,0,4.0,6.0,12495.0,12505
1342,1,5156.0,1396.0,675716.0,682268
1343,0,47.0,40.0,12495.0,12582
1344,0,145.0,11.0,5268092.0,5268248
1345,0,25079.0,12173.0,172434.0,209686
1346,0,4142.0,1129.0,33181.0,38452
1347,0,23.0,30.0,12495.0,12548
1348,1,4.0,9.0,12495.0,12508
1349,1,2.0,2.0,12495.0,12499
1350,0,4.0,6.0,12495.0,12505
1351,1,5156.0,1396.0,675716.0,682268
1352,0,47.0,40.0,12495.0,12582
1353,0,23.0,30.0,12495.0,12548
1354,1,4.0,9.0,12495.0,12508
1355,1,2.0,2.0,12495.0,12499
1356,0,4.0,6.0,12495.0,12505
1357,1,5156.0,1396.0,675716.0,682268
1358,0,47.0,40.0,12495.0,12582
1359,0,3485.0,3311.0,1437041.0,1443837
1360,1,,,,1443837
1361,0,,,,1443837
1362,1,90.0,101.0,76081.0,76272
1363,0,1910.0,2097.0,79271.0,83278
1364,0,201.0,163.0,3995.0,4359
1365,0,,,,4359
1366,0,23.0,30.0,12495.0,12548
1367,1,4.0,9.0,12495.0,12508
1368,1,2.0,2.0,12495.0,12499
1369,0,4.0,6.0,12495.0,12505
1370,1,5156.0,1396.0,675716.0,682268
1371,0,47.0,40.0,12495.0,12582
1372,0,23.0,30.0,12495.0,12548
1373,1,4.0,9.0,12495.0,12508
1374,1,2.0,2.0,12495.0,12499
1375,0,4.0,6.0,12491.0,12501
1376,1,5156.0,1396.0,675716.0,682268
1377,0,47.0,40.0,12495.0,12582
1378,0,,,,12582
1379,0,0.0,0.0,24.0,24
1380,0,,,,24
1381,0,59.0,82.0,35037.0,35178
1382,0,4.0,2.0,906.0,912
1383,0,481.0,386.0,3530527.0,3531394
1384,0,1910.0,2097.0,79271.0,83278
1385,0,201.0,163.0,3994.0,4358
1386,0,0.0,1.0,9692.0,9693
1387,0,829.0,793.0,653628.0,655250
1388,1,194.0,283.0,80768.0,81245
1389,1,6.0,3.0,1944.0,1953
1390,1,48.0,58.0,32147.0,32253
1391,0,3.0,1.0,99.0,103
1392,0,38.0,29.0,353437.0,353504
1393,0,1910.0,2097.0,79271.0,83278
1394,0,201.0,163.0,3995.0,4359
1395,1,686.0,158.0,1721469.0,1722313
1396,0,5.0,7.0,457012.0,457024
1397,1,77.0,41.0,1252770.0,1252888
1398,0,5.0,4.0,2409.0,2418
1399,1,2.0,0.0,764.0,766
1400,1,,,,766
1401,0,33.0,30.0,43973.0,44036
1402,0,3107.0,1891.0,37037.0,42035
1403,0,69.0,48.0,114241.0,114358
1404,1,234.0,187.0,3530527.0,3530948
1405,0,925.0,260.0,4136755.0,4137940
1406,0,1135.0,324.0,4136755.0,4138214
1407,0,,,,4138214
1408,0,78.0,53.0,65485.0,65616
1409,0,4937.0,3052.0,133674.0,141663
1410,0,1784.0,744.0,133674.0,136202
1411,1,,,,136202
1412,0,,,,136202
1413,0,,,,136202
1414,0,378.0,355.0,1437040.0,1437773
1415,0,10212.0,7929.0,1437040.0,1455181
1416,1,867.0,93.0,10359573.0,10360533
1417,1,2200.0,164.0,2293095.0,2295459
1418,0,128.0,65.0,12728.0,12921
1419,0,136.0,92.0,1437040.0,1437268
1420,0,10212.0,7929.0,1437040.0,1455181
1421,0,,,,1455181
1422,0,,,,1455181
1423,0,11.0,21.0,5463.0,5495
1424,0,23.0,30.0,12495.0,12548
1425,1,4.0,9.0,12495.0,12508
1426,1,2.0,2.0,12495.0,12499
1427,0,4.0,6.0,12495.0,12505
1428,1,5156.0,1396.0,675716.0,682268
1429,0,47.0,40.0,12495.0,12582
1430,0,114.0,125.0,228588.0,228827
1431,0,99.0,35.0,13647382.0,13647516
1432,0,139.0,82.0,41252.0,41473
1433,0,1.0,1.0,58.0,60
1434,0,139.0,82.0,41252.0,41473
1435,0,11.0,4.0,11782.0,11797
1436,0,68865.0,17995.0,53219675.0,53306535
